event_id,division_guess,mirror_places_detected,mirror_max_place_detected
1109356644,Rules- 1. Shred till you drop,3,4
1109356644,SINGLES NET- INTERMEDIATE,5,5
1109356644,SINGLES NET- NOVICE,4,4
1109356644,"shred, iron man, super man, service poaching",1,2005
1109356644,spike (airborne contact above net required,1,2
1109682847,"Shred30, Ironman, Sick 3 ja SickTrick",8,3
1109802420,Intermediate Doubles Net,10,10
1109802420,Welcome all net enthusiasts to one of Europe's top net,10,10
1110562712,NET GAME,1,2005
1110562712,_NO_DIVISION_DETECTED,1,2005
1110562712,"neat centercourt for the net-games, and a DJ which will be grooving on",1,2
1111735438,Sick 3,1,2
1113922209,Evening : mini-net and 4-square,2,121
1113922209,NET GAME,1,1
1114277529,Freestyle dvky,3,3
1114277529,Freestyle dvojice,3,3
1114277529,Intermediate Freestyle,9,3
1114277529,Open Freestyle,15,2005
1114277529,Trojkombinace trik&#367; (Sick 3,3,3
1115607968,Saturday- Freestyle Competition,1,199
1115607968,Sunday- Net Competition and Casual Shredding,1,199
1115824602,NET GAME,1,2005
1115824602,Singles Freestyle,2,15101
1115824602,_NO_DIVISION_DETECTED,1,2005
1117746703,Double Open Net,4,4
1117746703,Golf,2,2
1117746703,Open Freestyle,7,7
1117746703,Woman Freestyle,2,2
1118021628,Sunday- 1pm is the meet up time. Shred will be all day,1,3031
1118021628,This is be a freestyle jam hosted by the Sole Purpose footbag group. A few,1,1925
1118115847,"be impressed, if not inspired by the action on the footbag net courts",1,1150
1121753561,Intermediate Sick 3,1,1
1121753561,NET GAME,1,2006
1121753561,Open Shred 30,3,3
1121753561,Open Shred:30,3,3
1121753561,Open Sick 3,4,3
1121753561,Open Sick 3-Trick,6,3
1121753561,"Singles Routines, Doubles Routines, Shred 30, Sic 3",3,3
1121753561,_NO_DIVISION_DETECTED,1,2006
1122216578,NET GAME,1,3
1123526795,NET GAME,1,2
1124035486,Open Doubles,15,9
1124840254,Doubles,3,3
1124840254,Intermediate Shred 30,2,2
1124840254,Intermediate Sick 3,7,4
1124840254,NET,2,2
1124840254,Open Shred 30,5,5
1124840254,Open Sick 3,2,2
1125936037,9. Fabien Riffaud + Marc Brunet,7,16
1125936037,Freestyle,6,6
1125936037,Golf,29,17
1125936037,Intermediate Double Net,4,4
1125936037,Intermediate Single Net,13,13
1125936037,Mixed Double Net,5,5
1125936037,NET GAME,1,1
1125936037,Open Double Net,8,8
1125936037,Open Doubles Freestyle,5,5
1125936037,Open Shred:30,13,13
1125936037,Open Sick 3-Trick,16,10
1125936037,Open Single Net,20,20
1125936037,Open Singles Freestyle,18,17
1125936037,Open Women Freestyle,7,7
1125936037,Shred 30,13,13
1125936037,Sick 3,10,10
1125936037,Women Double Net,2,2
1125936037,Women Single Net,4,4
1125936037,and Doubles Freestyle,2,75013
1126086921,Intermediate Freestyle,4,4
1126086921,Open Double Freestyle,3,3
1126086921,Open Double Net,3,3
1126086921,Open Mixed Double Freestyle,4,4
1126086921,Open Shred 30,3,3
1126086921,Open Sick 3,6,3
1126086921,Open Single Freestyle,10,10
1126086921,Open Single Net,3,3
1126086921,Open Women Freestyle,4,4
1127155729,Intermediate single Freestyle,10,10
1127155729,Open Shred 30,4,4
1127155729,Open Sick 3-Trick,4,4
1127155729,Open Women Freestyle,8,8
1127155729,Open double Freestyle,8,5
1127155729,Open single Freestyle,12,12
1127155729,Open single Net,10,10
1131659634,NET GAME,1,2006
1131659634,Novice Doubles - winning a footbag net set from footbagnet.com,6,4
1131659634,Open Doubles [The Green Cup,16,10
1131659634,Open Mixed Doubles,3,3
1131659634,This will be the premier US tournament for NET,4,2006
1131659634,_NO_DIVISION_DETECTED,1,2006
1132511088,Intermediate Doubles Net,2,2
1132511088,Intermediate Freestyle,2,2
1132511088,Open Doubles Net,9,9
1132511088,Open Freestyle,8,8
1132511088,Open Shred 30,8,8
1132511088,Open Singles Net,13,13
1132627441,Jam for East coast shredders at an indoor church. Jam is being ran,1,369
1133551923,another all-day shred and net session at the Waldorfschule gym in 2004,1,2005
1133888413,CONSECUTIVES 3 MIN. - 5 competing,3,3
1133888413,FREESTYLE SICK 3 - 6 competing,8,4
1133888413,NET DOUBLES - 7 competing teams,4,4
1134914723,5. Marco Brunet + Fabien Riffaud,6,11
1134914723,9. Marco Brunet,6,15
1134914723,Doubles Net,4,4
1134914723,Mini Net,3,3
1134914723,Mixte Double Net,2,2
1134914723,NET GAME,1,1
1134914723,Shred 30 sec,6,6
1134914723,Sick 3,10,6
1134914723,Simple Net Fminin,10,7
1134914723,Singles Net,8,8
1134914723,"les joueurs s?affronterons en routine, shred 30, sick 3 et big 1",4,75013
1135116604,27 Marc Brunet/Greg Lima FR,8,35
1135116604,36 Marc Brunet FR,18,51
1135116604,36. Marc Brunet (France,87,54
1135116604,Circle Contest: (UNOFFICIAL,4,4
1135116604,Intermediate Doubles Net,11,9
1135116604,Intermediate Singles Freestyle,18,16
1135116604,Intermediate Singles Net,23,19
1135116604,OPEN GOLF,11,8
1135116604,Open Doubles Freestyle,8,7
1135116604,Open Doubles Net,26,26
1135116604,Open Mixed Doubles Freestyle,4,4
1135116604,Open Mixed Doubles Net,10,10
1135116604,Open Shred:30,6,3
1135116604,Open Sick 3-Trick,7,7
1135116604,Open Singles Freestyle,57,54
1135116604,Open Singles Net,35,35
1135116604,Open Women's Doubles Freestyle,3,3
1135116604,Open Women's Doubles Net,4,4
1135116604,Open Women's Singles Freestyle,13,13
1135116604,Open Women's Singles Net,7,7
1135116604,Results for 27th IFPA WORLD FOOTBAG CHAMPIONSHIPS (2006) Open Singles Net,35,35
1135116604,Women's Shred:30,6,3
1137347261,Intermediate Shred 30,4,4
1137347261,Intermediate Sick 3,3,3
1137347261,Open Shred 30,11,11
1137347261,Open Sick 3,7,5
1137347261,Open Sick 3-Trick,5,5
1137347261,Results for 7th Annual Colorado Shred Symposium (2006) Open Shred:30,12,11
1137347261,Shred Symposium room block,1,1881
1137937282,FREESTYLE,14,5
1137937282,NET,6,3
1137937282,golf,3,3
1137937282,shred 30s,3,3
1137937282,sick 3,6,3
1137942486,19. Marc Brunet +David Chabannes FRA,5,23
1137942486,Intermediate Singles Freestyle,9,9
1137942486,Intermediate Singles Net,4,4
1137942486,Open 30-Second Shred,12,12
1137942486,Open Doubles Freestyle,7,4
1137942486,Open Doubles Net,15,18
1137942486,Open Golf,21,10
1137942486,Open Shred:30,12,12
1137942486,Open Singles Freestyle,10,10
1137942486,Open Singles Net,17,31
1137942486,Women's Doubles Net,3,3
1137942486,Women's Singles Freestyle,5,5
1137942486,Women's Singles Net,4,4
1138311151,18.00 - 19.00 Footbag Freestyle players awards,1,9
1138311151,"Universal Freestyle contest : U have to play in shred 30,sick3, open routine",1,8
1138601883,Consecutives,3,3
1138601883,Open Sick 3-Trick,6,3
1138601883,Results for Santa Cruz Invitational (2006) Open Shred:30,3,3
1138601883,Shred 30,6,3
1138601883,Sick 3,18,3
1138601883,throwing a dope freestyle footbag event,1,1940
1139778550,At the Worlds 2005 there were only 4 Swedes playing Net. The Swedish Open is an attempt to,1,16
1139778550,Double Net,8,8
1139778550,Mixed Net,2,2
1139778550,Single Net,14,14
1139778550,Single Net Women,2,2
1141576257,Open Doubles Net,8,8
1141576257,Open Singles Net,9,9
1142360459,Doubles net 20.5.2006,10,10
1142360459,Singles net 19.5.2006,16,16
1142618316,NET GAME,1,6
1142618316,_NO_DIVISION_DETECTED,1,6
1143027870,10. Marco Brunet,6,16
1143027870,Mini Net,9,9
1143027870,NET GAME,1,1
1143142374,shred:30,3,3
1143155263,1. Jorden Moir 268 (The 2006 US Champion Shred 30,6,1801
1143155263,Circle,4,4
1143155263,FREESTYLE RESULTS,3,3
1143155263,Intermediate Shred 30,10,4
1143155263,Intermediate Sick 3,3,3
1143155263,Open Circle Contest,5,2006
1143155263,Open Shred:30,3,3
1143155263,Open Sick 3,7,4
1143155263,Open Sick 3-Trick,7,4
1143155263,"Shred 30, Big 3",3,3
1143172220,Golf,3,3
1143172220,Intermediate Doubles Net,3,3
1143172220,Intermediate Freestyle Routines,3,3
1143172220,Intermediate Shred 30,3,3
1143172220,Intermediate Singles Net,3,3
1143172220,Open Doubles Net,3,3
1143172220,Open Freestyle Routines,3,3
1143172220,Open Shred 30,20,7
1143172220,Open Singles Net,3,3
1143172220,shred:30 shred:30,1,118
1143195910,2. Marco Brunet 5 victories,6,7
1143195910,NET GAME,1,1
1143195910,Single net competition,1,1
1146356760,E-mail: TLuck234 @ bellsouth . net,1,15057
1146356760,Net 6 P.M. Intermediate Doubles Net 7,1,17836
1146356760,Net Juice Net Footbag,1,9
1146789209,NET SITE IS FINALIZED!!!!! Fraternity Row. PLEASE REGISTER,4,4
1146789209,open doubles net,4,4
1146789209,open singles freestyle,3,3
1146789209,open singles net,4,4
1148241486,Intermediate Shred 30: (there was a tie for second,9,3
1148241486,Open Shred 30,6,3
1148241486,Open Sick 3,6,3
1148241486,serious) footbag shred and kicking. This event promises to leave eyes and,1,100
1148374547,3 Marc Brunet 37,3,6
1148374547,3. Marc Brunet,13,16
1148374547,3. Marc Brunet + Lino Landau,5,7
1148374547,double net,2,2
1148374547,freestyle,6,6
1148374547,golf,2,2
1148374547,single net,2,2
1149144315,net (wenn ihr eins mitbringt,1,44147
1149763452,21. Marc Brunet (FRA,3,24
1149763452,6. Lino Landau / Marc Brunet (FRA,7,13
1149763452,Circle Contest,4,4
1149763452,Golf,5,5
1149763452,Intermediate Doubles Net,6,6
1149763452,Intermediate Freestyle,9,9
1149763452,Intermediate Singles Net,12,12
1149763452,Mixed Doubles Net,9,9
1149763452,NET GAME,1,1
1149763452,Net / Freestyle / Golf,13,9
1149763452,Open Circle Contest,4,4
1149763452,Open Doubles Net,5,5
1149763452,Open Shred:30,14,14
1149763452,Open Sick 3-Trick,20,12
1149763452,Open Singles Freestyle,10,9
1149763452,Open Singles Net,20,20
1149763452,Open Team Freestyle,3,3
1149763452,Shred 30,14,14
1149763452,Sick 3,20,12
1149763452,Women's Doubles Net,4,4
1149763452,Women's Freestyle,3,3
1149763452,Women's Singles Net,9,9
1149881200,1. Service block must occur at the net,2,3
1149881200,3. Body contact is allowed during golf shots,1,4
1149881200,DOUBLES NET- INTERMEDIATE,4,4
1149881200,FREESTYLE ? NOVICE,3,3
1149881200,FREESTYLE-AMATEUR,3,3
1149881200,GOLF -AMATEUR,2,2
1149881200,MASTER?S SINGLES NET,4,6
1149881200,MONETARY & PRIZE DONATIONS- are always needed and,1,7821
1149881200,PRO DOUBLES NET,3,3
1149881200,PRO FREESTYLE- SINGLE,2,2
1149881200,PRO GOLF,3,3
1149881200,PRO SINGLE NET,4,4
1149881200,Rules- 1. Shred till you drop,3,4
1149881200,SINGLES NET- INTERMEDIATE,4,4
1149881200,SINGLES NET- NOVICE,3,3
1149881200,"Skills contests- Shred, Super Man, Net Poaching, Iron Man",5,5
1149881200,long standing freestyle routine gave the crowd a great show,1,2006
1149881200,spike (airborne contact above net required,1,2
1150867353,NET GAME,1,2006
1150867353,_NO_DIVISION_DETECTED,1,2006
1153345992,Net: Open Doubles,9,9
1154685554,NET GAME,22,8
1154685554,Open Circle Contest,4,4
1154685554,Open Shred:30,9,9
1154685554,Open Sick 3-Trick,8,8
1155788760,NET GAME,1,2006
1155788760,_NO_DIVISION_DETECTED,1,2006
1155788760,net doubles,5,5
1155788760,shred 30,5,5
1155788760,sick 3,5,5
1156539170,3:00 PM: Shred Circle Competition,1,1300
1156539170,Free Freestyle Clinic,1,1506
1156539170,Shred 30 (Open/Int,1,4
1157398732,Circle Competition (DK,4,4
1157398732,"Intermediate Routines, Open Routines, Shred30, Sick3, Circle",11,7
1157398732,Shred 30,10,10
1157398732,Sick 3,8,8
1157942368,Circle Jam,28,4
1157942368,Sick 3,12,3
1158263300,Circle Contest,3,3
1158263300,Doubles Freestyle,4,4
1158263300,"Freestyle, Open single/double Net",23,20
1158263300,Open Doubles Net,4,4
1158263300,Open Freestyle,20,20
1158263300,Open Golf,3,3
1158263300,Open Shred:30,3,3
1158263300,Open Sick 3-Trick,2,2
1158263300,Open Singles Net,8,8
1158263300,Shred30,9,3
1158263300,Women Freestyle,6,3
1158777152,determined by the players. Freestylers and footbag golfers also welcome. No,1,23460
1159289566,"musicians, freestyle footbag, magicians, celebrity guest appearances and",1,4725
1160579826,5. Marco Brunet,22,5
1160579826,Mini Net,5,5
1160579826,NET GAME,1,1
1160579826,Un golf sera organis le dimanche en fonction de la mto et de la,1,81
1161167528,double net,8,8
1161167528,intermediate freestyle,3,3
1161167528,open freestyle,8,8
1161167528,shred 30,4,5
1161167528,single net,8,8
1161167528,women freestyle,3,3
1161871029,Circle Contest,16,7
1161871029,Mixed doubles,8,4
1161871029,Net Disciplines,19,19
1161871029,Open Circle Contest,8,7
1161871029,Open Freestyle,8,7
1161871029,Open Shred:30,6,6
1161871029,Open doubles,13,13
1161871029,Shred 30,6,6
1161888703,u]Intermediate Circle Competition[/u,8,3
1161888703,u]Open Circle Competition[/u,4,3
1163784775,Circle Contest Final,3,3
1163784775,Intermediate Doubles Net,5,5
1163784775,Intermediate Shred :30,19,19
1163784775,Intermediate Singles Freestyle,26,25
1163784775,Intermediate Singles Net,8,8
1163784775,Masters Doubles Net,6,5
1163784775,Masters Singles Net,7,5
1163784775,Mixed Doubles Freestyle,3,3
1163784775,Mixed Doubles Net,14,10
1163784775,NET GAME,1,2007
1163784775,Open Doubles Freestyle,4,4
1163784775,Open Doubles Net,26,26
1163784775,Open Shred :30,33,34
1163784775,Open Shred:30,34,34
1163784775,Open Singles Freestyle,42,41
1163784775,Open Singles Net,36,34
1163784775,Open Women?s Doubles Net,7,7
1163784775,Open Women?s Singles Net,6,6
1163784775,Results for IFPA WORLD FOOTBAG CHAMPIONSHIPS (2007) Open Singles Net,110,41
1163784775,Sick 3 (Hit combos in italics,5,4
1163784775,Women's Shred :30,9,9
1163784775,Women's Shred:30,9,9
1163784775,Women's Singles Freestyle,9,9
1163784775,_NO_DIVISION_DETECTED,1,2007
1164034575,informal shred & net,4,4
1164131460,NET GAME,1,3161
1164845982,Open Doubles - Division A,8,8
1164845982,Open Doubles - Division B,7,15
1164845982,Open Mixed Doubles,21,18
1166048768,"Noon- 5pm, Free Shred, Holcomb Building #19",1,30
1166622628,09h00-10h00 Petit Dj + RDV joueurs de Simple Net,5,75013
1166622628,1. Marc Brunet,9,7
1166622628,"21h pour dner et se divertir ensuite (4square, tournoi de mini-net",1,10
1166622628,4. Marc Brunet ? Lino Landau,4,8
1166622628,5. Marc Brunet,6,11
1166622628,Circle Contest,6,6
1166622628,Doubles Net,3,3
1166622628,NET GAME,1,1
1166622628,Open Circle Contest,6,6
1166622628,Open Shred:30,5,5
1166622628,Shred 30,5,5
1166622628,Singles Net,4,4
1166622628,Singles and Doubles Net + Golf,7,7
1167422711,Net: Open Doubles,9,9
1168634226,"2-minute routines), Sick 3-Trick Contest",13,8
1168634226,Open Shred:30,3,3
1168634226,Open Sick 3-Trick,21,8
1168634226,Open doubles routine,5,5
1168634226,Shred 30,3,3
1168634226,Sick 3,7,4
1170456736,Singles and doubles net,1,2007
1172562114,Open Doubles Net Results,9,11
1172931308,"sunday: goodbye shred, four square and piedtanque at Tam Tam jam (Jeanne-Mance park, near",1,2570
1173467292,Open Sick 3-Trick,13,7
1173467292,Results for 4th annual Montana Freestyle Jam (2007) Open Shred:30,8,8
1173467292,Shred30,40,8
1173606489,Open Doubles Net 26.5.2007,12,12
1173606489,Singles Net 27.5.2007,18,18
1175752265,GREATER ROCHESTER AREA SHRED SYMPOSIUM!!!!! the dates of the event are Friday,1,175
1176318174,Circle,4,4
1176318174,Demos and casual circle kicking at Pioneer Square starting about 2:00pm,1,3550
1176318174,Freestyle Events: at least 22 registered players,6,6
1176318174,"Freestyle events, Net events, Hack events, Demos",6,6
1176318174,Intermediate Shred 30,14,4
1176318174,NET GAME,1,2007
1176318174,Open Circle Contest,5,2007
1176318174,Open Shred 30,7,7
1176318174,Open Shred:30,7,7
1176318174,Open Sick 3,18,8
1176318174,Open Sick 3-Trick,12,8
1176318174,_NO_DIVISION_DETECTED,1,2007
1176650845,Intermediate Singles Net,2,4
1176650845,Open Double Net,4,7
1176650845,Open Sick 3-Trick,4,4
1176650845,Open Singles Net,3,5
1176650845,Results for 3rd New Jersey Spike and Shred (2007) Open Singles Routines,6,6
1176844933,Open Doubles Footbag Net,5,5
1176844933,Open Golf,3,3
1176844933,Overall - (Intermediate) (Freestylers playing Net and Golf,2,2
1177512537,14. Marc Brunet,1,15
1177512537,14. Marc Brunet (France,1,15
1177512537,3. Lino Landau ? Marc Brunet,5,8
1177512537,3. Marc Brunet / Lino Landau (France,12,7
1177512537,Doubles Net,2,2
1177512537,Open Doubles Net,2,2
1177512537,Open Shred:30,3,3
1177512537,Open Sick 3-Trick,7,4
1177512537,Results for Championnats de France de Footbag (2007) Open Singles Net,12,13
1177512537,Shred 30,3,3
1177512537,Singles Freestyle,12,7
1177512537,Singles Net,13,13
1177512537,Team Freestyle,3,3
1177615498,Mixed Doubles Net,4,4
1177615498,Open Doubles Net,11,11
1177615498,Open Singles Net,16,16
1179679872,Footbag Net Doubles,7,7
1179679872,Footbag Net Doubles (INTERMEDIATE,4,4
1179679872,Footbag Net Single,9,9
1179679872,Footbag Net single (INTERMEDIATE,4,4
1179679872,Intermediate Freestyle Routine,8,8
1179679872,Open Freestyle Routine,9,8
1179756870,Open freestyle,1,1
1179874637,NET GAME,1,2007
1179874637,_NO_DIVISION_DETECTED,1,2007
1180373807,Circle Competition,4,4
1180373807,Mixed Doubles Net,5,5
1180373807,Open Circle Competiton,6,6
1180373807,Open Circle Contest,4,4
1180373807,Open Doubles Net,15,15
1180373807,Open Freestyle,6,6
1180373807,Open Shred 30,6,6
1180373807,Open Shred:30,6,6
1180373807,Open Singles Net,20,20
1180373807,Women Singles Net,4,4
1180496320,Doubles,4,4
1180496320,Golf,7,4
1180496320,Golf ? all the time,1,10
1180496320,Mixed Doubles,3,3
1180708622,330 - 5pm Singles Net events wind-down to Semi Final matches,1,5
1180708622,NET GAME,1,2007
1180708622,_NO_DIVISION_DETECTED,1,2007
1180708622,morning before net starts,2,313
1181021804,INTERMEDIATE SHRED30,2,2
1181021804,NOTE: intermediate shred30 counts 2 adds as uniques,18,7
1181021804,OPEN SHRED30,8,10
1182542776,1. Service block must occur at the net,4,3
1182542776,3. Body contact is allowed during golf shots,2,4
1182542776,3. Net footbag must be used during net portion,1,7821
1182542776,3pm -Pro Singles Freestyle Finals,1,50
1182542776,Rules- 1. Shred till you drop,6,4
1182542776,events golf,17,17
1182542776,intermediate doubles,19,6
1182542776,open doubles,14,10
1182542776,shred,14,6
1182542776,spike (airborne contact above net required,2,2
1183654670,Freestyle,10,6
1183654670,NET,9,6
1183654670,Open Shred:30,8,10
1183654670,Open Sick 3-Trick,8,5
1183654670,Shred 30 Avanzado Shred 30 Intermedio,20,10
1183654670,sick 3,8,10
1183729267,12. Slava Sidorin ? Ducking Symposium Doubles Legover,1,13
1183729267,16h00-16h30 Circle finals,3,75013
1183729267,6. Lino Landau / Marc Brunet,15,21
1183729267,Circle,5,153
1183729267,Intermediate Doubles Net,4,4
1183729267,Intermediate Singles Freestyle,5,5
1183729267,Intermediate Singles Net,9,9
1183729267,Mini-Net / Foot-C,4,3
1183729267,Mixed Doubles Net,8,8
1183729267,NET GAME,1,1
1183729267,Open Circle Contest,4,4
1183729267,Open Doubles Freestyle,6,6
1183729267,Open Doubles Net,5,5
1183729267,Open Shred:30,16,16
1183729267,Open Sick 3-Trick,12,12
1183729267,Open Singles Freestyle,20,17
1183729267,Open Singles Net,32,32
1183729267,"Open, Women and intermediate Freestyle, Net and Golf",25,17
1183729267,Shred 30,27,16
1183729267,Sick 3,12,12
1183729267,Women?s Doubles Net,3,3
1183729267,Women?s Singles Freestyle,5,5
1183729267,Women?s Singles Net,6,6
1185458086,CIRCLE CONTEST,3,3
1185458086,DOUBLES NET,3,3
1185458086,INTERMEDIATE FREESTYLE,8,8
1185458086,OPEN DOUBLES FREESTYLE,3,3
1185458086,OPEN FREESTYLE,8,8
1185458086,OPEN GOLF,7,4
1185458086,OPEN SHRED 30,8,8
1185458086,OPEN WOMAN FREESTYLE,3,3
1185458086,SICK 3,6,3
1185458086,SINGLES NET,3,3
1185556078,Intermediate Freestyle,3,3
1185556078,"Intermediate Freestyle Routine, Shred 30sec, Open Doubles Net",12,11
1185556078,Open Doubles Freestyle,3,3
1185556078,Open Doubles Net,4,4
1185556078,Open Freestyle,20,8
1185556078,Open Golf,4,4
1185556078,Open Shred:30,7,7
1185556078,Open Women Freestyle (only one competitor,1,1
1185556078,Shred 30sec,7,7
1189345008,Circle Contest,4,4
1189345008,Doubles Routines,4,3
1189345008,Freestyle Routines,16,15
1189345008,Request Contest,7,4
1189345008,Shred 30,26,15
1189467124,4pm-5pm Mixed Doubles Final,3,15241
1189467124,Open Doubles,9,7
1189467124,Open Mixed Doubles Net,3,3
1189467124,"Women's Doubles, Mixed Doubles",12,9
1189535136,Circle Comp,10,6
1189535136,"Rippin Run, Circle, Routines",1,1
1189657133,Novice Tricks & Consecutives Challenge,1,2233
1189977929,NET GAME,1,2008
1189977929,_NO_DIVISION_DETECTED,1,2008
1190256479,Casual Shred in Washington Square,26,26
1190256479,Circle,5,3
1190256479,Open Circle Contest,3,3
1190256479,Open Shred:30,4,4
1190256479,Open Sick 3-Trick,2,2
1190256479,Results for 1st Annual NYFA Freestyle Symposium (2007) Open Singles Routines,4,4
1190256479,Shred,8,4
1190256479,Womens Circle,3,3
1190391829,"FOOTBAG NET, FREESTYLE, AND GOLF",1,23460
1191462986,NET GAME,1,2007
1191462986,_NO_DIVISION_DETECTED,1,2007
1191627566,Check out the following badass list of shredders,27,28
1191627566,Intermediate circle,3,3
1191627566,Open Circle,4,4
1191627566,considering running Circle Comp and 2 square,1,1
1191961810,doubles net,6,6
1191961810,singles net,13,9
1192722292,freestyle,6,6
1193783964,2. Kenneth Godfrey,11,13
1193783964,2. Nick Rettinger/Kenneth Godfrey,4,6
1193783964,Circle,20,8
1193783964,Footbag Net and Freestyle events,13,8
1193783964,Freestyle Results,14,7
1193783964,Intermediate Doubles Net: (6 teams,1,1
1193783964,Intermediate Shred 30,3,3
1193783964,Intermediate Sick 3,4,4
1193783964,Intermediate Singles Net: (13 players,1,1
1193783964,Net pick-up games at site to be determined. Contact Chris Siebert for info,1,3550
1193783964,Open Circle Contest,4,4
1193783964,Open Doubles Net: (11 Teams,11,11
1193783964,Open Shred 30,6,3
1193783964,Open Shred:30,3,3
1193783964,Open Sick 3,4,4
1193783964,Open Sick 3-Trick,7,4
1193783964,Open Singles Net: (17 players,17,17
1193783964,Women's Shred 30,3,3
1193783964,Women's Shred:30,4,2008
1193783964,Women's Sick 3,3,3
1194517448,25 Lino Landau / Marc Brunet,14,39
1194517448,58 Marc Brunet,14,72
1194517448,58. Marc Brunet (France,106,72
1194517448,Intermediate Doubles Net,9,7
1194517448,Intermediate Singles Freestyle,22,21
1194517448,Intermediate Singles Net,7,5
1194517448,Master's Doubles Net,5,5
1194517448,Master's Singles Net,7,7
1194517448,NET GAME,1,2008
1194517448,Open Circle Contest,4,4
1194517448,Open Circle Contest (unofficial,4,4
1194517448,Open Doubles Freestyle,7,7
1194517448,Open Doubles Net,24,24
1194517448,Open Mixed Doubles Freestyle,4,4
1194517448,Open Mixed Doubles Net,14,14
1194517448,Open Request Contest (unofficial,3,3
1194517448,Open Shred:30,56,28
1194517448,Open Sick 3-Trick,3,3
1194517448,Open Sick 3-Trick Contest,3,3
1194517448,Open Singles Freestyle,55,49
1194517448,Open Singles Net,57,57
1194517448,Open Women's Circle Contest (unofficial,6,3
1194517448,Open Women's Doubles Net,6,6
1194517448,Open Women's Shred:30,3,3
1194517448,Open Women's Singles Freestyle,15,15
1194517448,Open Women's Singles Net,10,10
1194517448,Results for IFPA WORLD FOOTBAG CHAMPIONSHIPS (2008) Open Singles Net,56,57
1194517448,Women's Circle Contest,3,3
1194517448,Women's Shred:30,3,3
1194517448,_NO_DIVISION_DETECTED,1,2008
1194987826,NET GAME,1,2007
1194987826,_NO_DIVISION_DETECTED,1,2007
1195585401,Advance Doubles - (Bracket B - 8 teams didn't make it out of the pools,8,8
1195585401,Open Doubles - For The Green Cup,54,32
1195585401,Open Mixed Doubles,4,4
1195585401,Tell your friends... The first major freestyle competition in Northern,1,4
1195677906,Circle Competition,3,3
1195677906,Doubles Net,3,3
1195773772,Circle Contest,7,4
1195773772,Footbag Golf,3,3
1195773772,Golf,6,3
1195773772,Open Circle Contest,3,3
1195773772,Open Doubles Freestyle,3,3
1195773772,Open Doubles Net,3,3
1195773772,Open Shred30,9,3
1195773772,Open Shred:30,3,3
1195773772,Open Sick 3-Trick,3,3
1195773772,Open Singles Freestyle,3,3
1195773772,Open Singles Net,3,3
1195773772,Open Women Freestyle,3,3
1196344513,Freestyle,23,12
1197777887,"routines, sick 3, shred 30",1,2008
1199106237,12 : Lino Landau / Marc Brunet (France,15,27
1199106237,Mixed Doubles Net,12,12
1199106237,Open Circle Contest,4,4
1199106237,Open Circle Freestyle,4,4
1199106237,Open Doubles Net,11,11
1199106237,Open Golf,17,17
1199106237,Open Shred30 Freestyle,10,10
1199106237,Open Shred:30,10,10
1199106237,Open Singles Freestyle,20,17
1199106237,Open Singles Net,48,48
1199106237,Open Team Freestyle,6,6
1199106237,Request Contest (Freestyle,4,3
1199106237,Short Technical Program (Freestyle,6,6
1199106237,Women Doubles Net,5,5
1199106237,Women Singles Freestyle,3,3
1199106237,Women Singles Net,10,10
1199106237,all Footbag Net and Freestyle events and golf,23,17
1200325415,Circle,3,3
1200325415,Circle - Good old-fashioned circle kicking,4,175
1200325415,"Johnny Suderman (Open: Routines, Sick 1, Sick 3, TEN, Circle",6,3
1200325415,Sick 3,6,3
1200725314,NET GAME,13,1860
1200864725,NET GAME,1,8
1200864725,_NO_DIVISION_DETECTED,1,8
1200864725,genug sind knnen wir ja was starten (Netz...DoppelNetz...4-Square-Contest,1,22
1201396433,CONSECUTIVES (4 min/ drop start from zero,3,3
1201396433,INTERMEDIATE CIRCLE,3,3
1201396433,OPEN CIRCLE,3,3
1201396433,OPEN SICK 3,6,3
1201396433,Open Circle Contest,3,3
1201396433,Open Sick 3-Trick,3,3
1201396433,Results for Second Annual NYFA Freestyle Symposium (2008) Open Singles Routines,3,3
1201396433,WOMEN'S CIRCLE,3,3
1201396433,Women's Circle Contest,5,3
1201811757,footbag net. Mixed doubles if there are at,1,12
1202118857,Open Doubles Net,14,14
1203102773,Golf,4,2
1203102773,Intermediate Singles Net,10,5
1203102773,Open Doubles Net,16,9
1203102773,Open Singles Net,22,11
1203604560,3. Marc Brunet,14,17
1203604560,Mini-Net / Foot-C,2,2
1203604560,NET GAME,1,1
1203604560,maison ! Un golf sera organis le dimanche en fonction de la mto et de la,1,81
1204009603,3:30 Doubles finals,1,10
1204009603,Friday the 18th 1 to 4 pm Mixed doubles and or pick-up games,1,4
1204009603,Mixed Doubles,7,5
1204009603,Open doubles,31,16
1204634358,"shred & net sessions, city golf (aka footbagger's sight",1,225
1204904987,11. Marc Brunet,7,18
1204904987,16h30 Singles net finals (best of 3 games to 15 points,4,75013
1204904987,2. Lino Landau / Marc Brunet,17,13
1204904987,Freestyle and Net,6,6
1204904987,NET GAME,1,1
1204904987,Open Doubles Net,1,1
1204904987,Open Sick 3-Trick,8,4
1204904987,Open Singles Net,10,10
1204904987,Sick 3,8,4
1205552627,Mixed Doubles Net,4,4
1205552627,Open Doubles Net,11,11
1205552627,Open Singles Net,18,18
1207077566,"Net Game(intermediate,open singles , open doubles , mixed doubles ,womens",1,2
