event_id,division_guess,mirror_places_detected,mirror_max_place_detected,division_key,division_canon,parsed_places,parsed_max_place,problem_type_guess,severity_score,mirror_divisions_detected,mirror_total_places_detected,parsed_total_places,parsed_divisions,event_name,year
1354752474,Open Mixed Doubles Net,8.0,8.0,open mixed doubles net,,0.0,0.0,missing_division_or_unmatched_division,21.0,37.0,207.0,119.0,15.0,13e Open de France de Footbag,2013.0
1357206898,Shred 30,8.0,8.0,shred 30,,0.0,0.0,missing_division_or_unmatched_division,21.0,23.0,91.0,34.0,5.0,Todexon 14,2013.0
1357234775,Results for Mud Island Belt presented by Memphis Footworks (2013) Open Singles Net,8.0,8.0,results for mud island belt presented by memphis footworks 2013 open singles net,,0.0,0.0,missing_division_or_unmatched_division,21.0,8.0,34.0,16.0,2.0,2013 Mud Island Belt presented by Memphis Footworks,2013.0
1361207019,Mixed Doubles Net,8.0,8.0,mixed doubles net,,0.0,0.0,missing_division_or_unmatched_division,21.0,28.0,343.0,199.0,16.0,34th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2013.0
1367327351,Open Circle Battle,8.0,4.0,open circle battle,,0.0,0.0,missing_division_or_unmatched_division,21.0,23.0,73.0,20.0,4.0,31 Annual East Coast Footbag Championships,2013.0
1367327351,Results for 31 Annual East Coast Footbag Championships (2013) Open Singles Net,8.0,8.0,results for 31 annual east coast footbag championships 2013 open singles net,,0.0,0.0,missing_division_or_unmatched_division,21.0,23.0,73.0,20.0,4.0,31 Annual East Coast Footbag Championships,2013.0
1383076667,Open Mixed Net Results,8.0,8.0,open mixed net results,,0.0,0.0,missing_division_or_unmatched_division,21.0,21.0,69.0,33.0,2.0,Sweet Six-Teen - Footstar B-Day 2014,2014.0
1386623061,"Open, Women's and Intermediate, Singles, Mixed and Doubles Net",8.0,6.0,open women and intermediate singles mixed and doubles net,,0.0,0.0,missing_division_or_unmatched_division,21.0,35.0,62.0,62.0,12.0,U. S. Open Footbag Championships 2014,2014.0
1389338303,Open Request Contest,8.0,4.0,open request contest,,0.0,0.0,missing_division_or_unmatched_division,21.0,13.0,186.0,88.0,6.0,16th Annual IFPA European Footbag Championships,2014.0
1401113913,Results for 16th Annual German Footbag Open (2014) Open Singles Net,8.0,8.0,results for 16th annual german footbag open 2014 open singles net,,0.0,0.0,missing_division_or_unmatched_division,21.0,21.0,57.0,22.0,3.0,16th Annual German Footbag Open,2014.0
1413607134,Circle,8.0,4.0,circle,,0.0,0.0,missing_division_or_unmatched_division,21.0,10.0,102.0,28.0,2.0,18th Annual Finnish Footbag Open,2014.0
1438626750,MIXED DOUBLES NET,8.0,8.0,mixed doubles net,,0.0,0.0,missing_division_or_unmatched_division,21.0,20.0,76.0,38.0,6.0,Swiss Footbag Open,2015.0
1449217972,"Open Singles Net, Intermediate Singles Net (if enough players",8.0,8.0,open singles net intermediate singles net if enough players,,0.0,0.0,missing_division_or_unmatched_division,21.0,5.0,8.0,8.0,1.0,2015 Finnish Footbag Championships in Singles Net,2015.0
1460640850,Freestyle Results,8.0,8.0,freestyle results,,0.0,0.0,missing_division_or_unmatched_division,21.0,29.0,96.0,96.0,10.0,18th Annual IFPA European Footbag Championships 2016,2016.0
1515176008,"ao con footbag net en dobles e individuales, todo para reunirnos y",8.0,8.0,ao con footbag net en dobles e individuales todo para reunirnos y,,0.0,0.0,missing_division_or_unmatched_division,21.0,5.0,20.0,12.0,2.0,Copa Medellin De Footbag,2018.0
1537521152,NET GAME,8.0,5.0,net game,,0.0,0.0,missing_division_or_unmatched_division,21.0,5.0,19.0,19.0,5.0,Footbag Finnish Open,2018.0
1568692191,RESULTADOS FOOTBAG NET OPEN INDIVIDUAL,8.0,8.0,resultados footbag net open individual,,0.0,0.0,missing_division_or_unmatched_division,21.0,7.0,14.0,17.0,5.0,MedeJam de Footbag 2019,2019.0
1727756195,NET,8.0,8.0,net,,0.0,0.0,missing_division_or_unmatched_division,21.0,9.0,64.0,64.0,9.0,24th Polish Footbag Championships - Krakow 2024,2024.0
857874500,Intermediate Singles Intermediate Doubles,8.0,4.0,intermediate singles intermediate doubles,,0.0,0.0,missing_division_or_unmatched_division,21.0,11.0,33.0,34.0,9.0,University of Oregon Footbag Tournament,1997.0
876356874,Open Singles Freestyle (14 competitors,8.0,8.0,open singles freestyle 14 competitors,,0.0,0.0,missing_division_or_unmatched_division,21.0,26.0,149.0,148.0,19.0,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,1998.0
876590022,But Sorry - no Mixes Doubles,8.0,4.0,but sorry no mixes doubles,,0.0,0.0,missing_division_or_unmatched_division,21.0,8.0,20.0,16.0,4.0,1997 Seattle Fall Indoor Tournament,1997.0
933870505,Intermediate Singles Net (36 competitors,8.0,8.0,intermediate singles net 36 competitors,,0.0,0.0,missing_division_or_unmatched_division,21.0,23.0,45.0,42.0,6.0,Finnish Footbag Open Championships 1999,1999.0
933870505,Pro Freestyle (11 players,8.0,8.0,pro freestyle 11 players,,0.0,0.0,missing_division_or_unmatched_division,21.0,23.0,45.0,42.0,6.0,Finnish Footbag Open Championships 1999,1999.0
933870505,Pro Singles Net (10 players,8.0,8.0,pro singles net 10 players,,0.0,0.0,missing_division_or_unmatched_division,21.0,23.0,45.0,42.0,6.0,Finnish Footbag Open Championships 1999,1999.0
937854594,Doubles Net,8.0,4.0,doubles net,,0.0,0.0,missing_division_or_unmatched_division,21.0,8.0,16.0,16.0,4.0,Turku Tournee 1999,1999.0
937854594,Singles Net,8.0,4.0,singles net,,0.0,0.0,missing_division_or_unmatched_division,21.0,8.0,16.0,16.0,4.0,Turku Tournee 1999,1999.0
942013549,Here's the Results of the first Footbag Freestyle Battle 99 in Berlin,8.0,8.0,here s the results of the first footbag freestyle battle 99 in berlin,,0.0,0.0,missing_division_or_unmatched_division,21.0,8.0,8.0,8.0,1.0,German Footbag Freestyle Battle 99,1999.0
944242404,Only Singles Freestyle,8.0,8.0,only singles freestyle,,0.0,0.0,missing_division_or_unmatched_division,21.0,6.0,8.0,8.0,1.0,Todexon Cup Freestyle Tournament,2000.0
972252078,Open Freestyle (Top 8 of 16 competitors,8.0,8.0,open freestyle top 8 of 16 competitors,,0.0,0.0,missing_division_or_unmatched_division,21.0,30.0,36.0,0.0,0.0,,
974683678,Open Freestyle (not all the results are in yet,8.0,9.0,open freestyle not all the results are in yet,,0.0,0.0,missing_division_or_unmatched_division,21.0,11.0,21.0,14.0,1.0,COLORADO SHRED SYMPOSIUM 2,2001.0
974849766,COST: The fee for our shred spot is $15 per person. Beginners and,8.0,2779.0,cost the fee for our shred spot is 15 per person beginners and,,0.0,0.0,missing_division_or_unmatched_division,21.0,9.0,8.0,0.0,0.0,,
979334083,7. Jeff Goode / Beau Barnett,8.0,15.0,7 jeff goode beau barnett,,0.0,0.0,missing_division_or_unmatched_division,21.0,73.0,109.0,109.0,12.0,WESTERN REGIONAL FOOTBAG CHAMPIONSHIPS,2001.0
1547415984,Shred 30,52.0,22.0,shred 30,Shred 30,42.0,22.0,truncated_division,20.0,23.0,296.0,284.0,22.0,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,2019.0
1013283071,Open Mixed Doubles Net,22.0,2002.0,open mixed doubles net,Open Mixed Doubles Net,12.0,12.0,truncated_division,20.0,14.0,76.0,78.0,6.0,23rd Annual WORLD FOOTBAG CHAMPIONSHIPS,2002.0
1094123527,Shred:30,20.0,10.0,shred 30,Shred:30,10.0,10.0,truncated_division,20.0,9.0,96.0,48.0,4.0,8th Annual Footbag Finnish Open 2004,2004.0
1102227996,Open Doubles - for The Green Cup,20.0,10.0,open doubles for the green cup,Open Doubles - For The Green Cup,10.0,10.0,truncated_division,20.0,14.0,20.0,20.0,2.0,The Green Cup Presented by Chaos,2005.0
1336988107,Sick 3,20.0,17.0,sick 3,Sick 3,10.0,9.0,truncated_division,20.0,19.0,172.0,109.0,14.0,12th Annual IFPA Polish Footbag Championships 2012,2012.0
1344593549,Open Circle Contest,20.0,10.0,open circle contest,Open Circle Contest,10.0,10.0,truncated_division,20.0,38.0,104.0,52.0,8.0,IFPA Austrian Footbag Champs 2012,2012.0
1361207019,Intermediate Singles Net,20.0,10.0,intermediate singles net,Intermediate Singles Net,10.0,10.0,truncated_division,20.0,28.0,343.0,199.0,16.0,34th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2013.0
1389338303,Open Circle Contest,20.0,7.0,open circle contest,Open Circle Contest,10.0,7.0,truncated_division,20.0,13.0,186.0,88.0,6.0,16th Annual IFPA European Footbag Championships,2014.0
1401113913,Open Doubles Net,20.0,10.0,open doubles net,Open Doubles Net,10.0,10.0,truncated_division,20.0,21.0,57.0,22.0,3.0,16th Annual German Footbag Open,2014.0
1432901754,Open Doubles Net,20.0,10.0,open doubles net,Open Doubles Net,10.0,10.0,truncated_division,20.0,6.0,50.0,25.0,2.0,Championnat de France de Footbag 2015,2015.0
1741024635,Circle Contest,19.0,9.0,circle contest,Circle Contest,9.0,7.0,truncated_division,20.0,28.0,213.0,207.0,21.0,44th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2025,2025.0
1425372477,Open Mixed Doubles Net,17.0,8.0,open mixed doubles net,Open Mixed Doubles Net,7.0,7.0,truncated_division,20.0,43.0,90.0,35.0,7.0,U.S. Open Footbag Championships 2015,2015.0
1460640850,Shred30,16.0,10.0,shred30,Shred30,6.0,6.0,truncated_division,20.0,29.0,96.0,96.0,10.0,18th Annual IFPA European Footbag Championships 2016,2016.0
1485863923,Open Doubles Net,16.0,9.0,open doubles net,Open Doubles Net,6.0,6.0,truncated_division,20.0,21.0,104.0,99.0,11.0,17th Annual Polish Footbag Championships,2017.0
1567551985,Sick 3,15.0,7.0,sick 3,Sick 3,5.0,5.0,truncated_division,20.0,16.0,77.0,71.0,13.0,XIX Polish Footbag Championships - Krakow 2019,2019.0
1176318174,Intermediate Shred 30,14.0,4.0,intermediate shred 30,Intermediate Shred 30,4.0,4.0,truncated_division,20.0,38.0,82.0,82.0,17.0,2007 U.S. Open Footbag Championships,2007.0
1337623340,OPEN CIRCLE,14.0,4.0,open circle,Open Circle,4.0,4.0,truncated_division,20.0,35.0,85.0,36.0,5.0,30th Annual East Coast Footbag Championships,2012.0
1431288258,Open Doubles Net,14.0,6.0,open doubles net,Open Doubles Net,4.0,4.0,truncated_division,20.0,5.0,20.0,10.0,2.0,Turku Open,2015.0
1362657553,Open Mixed Doubles Net,13.0,10.0,open mixed doubles net,Open Mixed Doubles Net,3.0,3.0,truncated_division,20.0,22.0,164.0,54.0,4.0,15th Annual IFPA European Footbag Championships,2013.0
1406219099,Open Doubles Net,13.0,8.0,open doubles net,Open Doubles Net,3.0,3.0,truncated_division,20.0,39.0,55.0,80.0,19.0,14th Annual Polish Footbag Championships 2014,2014.0
1058378281,Freestyle ? Open,12.0,12.0,freestyle open,Freestyle - Open,2.0,10.0,truncated_division,20.0,23.0,55.0,55.0,17.0,Texas State Footbag Championships,2003.0
1044624680,Freestyle Routines,7.0,3.0,freestyle routines,,0.0,0.0,missing_division_or_unmatched_division,19.0,12.0,26.0,24.0,8.0,2003 Southeastern Regional Championships,2003.0
1061453080,Intermediate Shred 30 (2 add and up unique,7.0,3.0,intermediate shred 30 2 add and up unique,,0.0,0.0,missing_division_or_unmatched_division,19.0,12.0,24.0,26.0,10.0,Australian East Coast Regionals,2003.0
1102576153,footbag net site is 50 meters away across the street. This hotel has straight,7.0,980.0,footbag net site is 50 meters away across the street this hotel has straight,,0.0,0.0,missing_division_or_unmatched_division,19.0,26.0,375.0,238.0,15.0,26th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2005.0
1105686115,Shredders: $12,7.0,9.0,shredders 12,,0.0,0.0,missing_division_or_unmatched_division,19.0,12.0,44.0,0.0,0.0,,
1125936037,9. Fabien Riffaud + Marc Brunet,7.0,16.0,9 fabien riffaud marc brunet,,0.0,0.0,missing_division_or_unmatched_division,19.0,62.0,183.0,112.0,13.0,7e Open de France de Footbag,2005.0
1143155263,Open Sick 3-Trick,7.0,4.0,open sick 3 trick,,0.0,0.0,missing_division_or_unmatched_division,19.0,43.0,51.0,72.0,17.0,U. S. Open Footbag Championships,2006.0
1149763452,6. Lino Landau / Marc Brunet (FRA,7.0,13.0,6 lino landau marc brunet fra,,0.0,0.0,missing_division_or_unmatched_division,19.0,57.0,195.0,140.0,16.0,8e OPEN de France de Footbag,2006.0
1163784775,Open Women?s Doubles Net,7.0,7.0,open women s doubles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,31.0,423.0,269.0,19.0,2007 IFPA WORLD FOOTBAG CHAMPIONSHIPS,2007.0
1166622628,Singles and Doubles Net + Golf,7.0,7.0,singles and doubles net golf,,0.0,0.0,missing_division_or_unmatched_division,19.0,20.0,62.0,18.0,3.0,RNH Contest 2007,2007.0
1168634226,Sick 3,7.0,4.0,sick 3,,0.0,0.0,missing_division_or_unmatched_division,19.0,12.0,52.0,19.0,4.0,Todexon 8,2007.0
1177512537,Open Sick 3-Trick,7.0,4.0,open sick 3 trick,,0.0,0.0,missing_division_or_unmatched_division,19.0,18.0,76.0,43.0,6.0,Championnats de France de Footbag,2007.0
1185556078,Open Shred:30,7.0,7.0,open shred 30,,0.0,0.0,missing_division_or_unmatched_division,19.0,24.0,61.0,39.0,7.0,Austrian Footbag Championships 2007,2007.0
1193783964,Open Sick 3-Trick,7.0,4.0,open sick 3 trick,,0.0,0.0,missing_division_or_unmatched_division,19.0,47.0,134.0,100.0,19.0,U.S. Open Footbag Championships,2008.0
1204904987,11. Marc Brunet,7.0,18.0,11 marc brunet,,0.0,0.0,missing_division_or_unmatched_division,19.0,23.0,62.0,40.0,4.0,RNH Contest 2008,2008.0
1226679678,Master&#65533;s Singles Net,7.0,7.0,masterand 65533 s singles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,30.0,345.0,237.0,20.0,30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2009.0
1226938152,Open Shred:30,7.0,7.0,open shred 30,,0.0,0.0,missing_division_or_unmatched_division,19.0,9.0,46.0,29.0,4.0,Finnish Footbag Championships,2008.0
1233718528,"Circle Contest, Shred Battle, Footbag Golf",7.0,7.0,circle contest shred battle footbag golf,,0.0,0.0,missing_division_or_unmatched_division,19.0,18.0,17.0,17.0,4.0,The 7th Australian National Footbag Championships,2009.0
1241011525,All Net and Freestyle event,7.0,7.0,all net and freestyle event,,0.0,0.0,missing_division_or_unmatched_division,19.0,10.0,58.0,51.0,5.0,2009 French Footbag Championships,2009.0
1251990500,Drill Request Contest,7.0,4.0,drill request contest,,0.0,0.0,missing_division_or_unmatched_division,19.0,29.0,126.0,47.0,5.0,6th Annual Wilanow Footbag Open 2009,2009.0
1252451527,"Golf- Pro, Intermediate, Masters",7.0,7.0,golf pro intermediate masters,,0.0,0.0,missing_division_or_unmatched_division,19.0,60.0,81.0,69.0,10.0,Funtastik Summer Classic,2010.0
1254829577,Open Circle Contest,7.0,7.0,open circle contest,,0.0,0.0,missing_division_or_unmatched_division,19.0,12.0,60.0,48.0,7.0,Finnish Footbag Championships,2009.0
1255957016,Open Circle Contest,7.0,4.0,open circle contest,,0.0,0.0,missing_division_or_unmatched_division,19.0,31.0,103.0,64.0,11.0,Zocha Jam 2009,2009.0
1265850138,Damian Gielnicki is the 2010 US Open Circle Champion,7.0,3.0,damian gielnicki is the 2010 us open circle champion,,0.0,0.0,missing_division_or_unmatched_division,19.0,20.0,56.0,30.0,8.0,U. S. Open Freestyle Footbag Championships,2010.0
1267996189,OPEN NET DOUBLES RESULTS,7.0,7.0,open net doubles results,,0.0,0.0,missing_division_or_unmatched_division,19.0,5.0,13.0,13.0,3.0,Footbag again in the Zara,2010.0
1268407783,Open Circle Contest,7.0,7.0,open circle contest,,0.0,0.0,missing_division_or_unmatched_division,19.0,9.0,24.0,42.0,3.0,2010 East Coast Footbag Championships,2010.0
1268407783,Open Sick 3-Trick,7.0,7.0,open sick 3 trick,,0.0,0.0,missing_division_or_unmatched_division,19.0,9.0,24.0,42.0,3.0,2010 East Coast Footbag Championships,2010.0
1273248665,Open Sick 3-Trick,7.0,7.0,open sick 3 trick,,0.0,0.0,missing_division_or_unmatched_division,19.0,21.0,62.0,38.0,9.0,4th Annual NYFA Freestyle and Net Symposium,2010.0
1282224512,Open Shred:30,7.0,7.0,open shred 30,,0.0,0.0,missing_division_or_unmatched_division,19.0,38.0,108.0,93.0,9.0,12th Annual German Footbag Championships,2010.0
1305581560,4. Marc Brunet / Vincent Rousseau,7.0,9.0,4 marc brunet vincent rousseau,,0.0,0.0,missing_division_or_unmatched_division,19.0,12.0,65.0,27.0,2.0,French Footbag Championships 2011,2011.0
1310408325,Results for 24th Annual Vancouver Open & Golf Tournament (2011) Open Singles Net,7.0,8.0,results for 24th annual vancouver open and golf tournament 2011 open singles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,14.0,46.0,27.0,5.0,24th Annual Vancouver Open & Golf Tournament,2011.0
1314328055,INTERMEDIATE SINGLES NET,7.0,7.0,intermediate singles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,7.0,44.0,19.0,2.0,3ra Copa Táchira de Footbag,2011.0
1327693335,Open Doubles final results / Rsultats du double Open,7.0,7.0,open doubles final results rsultats du double open,,0.0,0.0,missing_division_or_unmatched_division,19.0,7.0,18.0,11.0,2.0,Kick Volley 04,2013.0
1327693335,Results for Kick Volley 04 (2013) Open Doubles Net,7.0,7.0,results for kick volley 04 2013 open doubles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,7.0,18.0,11.0,2.0,Kick Volley 04,2013.0
1344519313,Doubles was played on Saturday in 95-degree heat. Here are the results,7.0,7.0,doubles was played on saturday in 95 degree heat here are the results,,0.0,0.0,missing_division_or_unmatched_division,19.0,7.0,14.0,7.0,1.0,Fifth Annual Windy City Cup Footbag Net Championships,2012.0
1344519313,Results for Fifth Annual Windy City Cup Footbag Net Championships (2012) Open Doubles Net,7.0,7.0,results for fifth annual windy city cup footbag net championships 2012 open doubles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,7.0,14.0,7.0,1.0,Fifth Annual Windy City Cup Footbag Net Championships,2012.0
1357206898,Open Doubles Net,7.0,7.0,open doubles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,23.0,91.0,34.0,5.0,Todexon 14,2013.0
1361207019,Women?s Singles Net,7.0,7.0,women s singles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,28.0,343.0,199.0,16.0,34th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2013.0
1361239371,OPEN NET DOUBLES,7.0,7.0,open net doubles,,0.0,0.0,missing_division_or_unmatched_division,19.0,11.0,32.0,16.0,2.0,Copa San Sebastián,2013.0
1361239920,OPEN NET DOUBLES,7.0,7.0,open net doubles,,0.0,0.0,missing_division_or_unmatched_division,19.0,11.0,43.0,21.0,2.0,FOOTCAMP 2013,2013.0
1362657553,Open shred 30,7.0,7.0,open shred 30,,0.0,0.0,missing_division_or_unmatched_division,19.0,22.0,164.0,54.0,4.0,15th Annual IFPA European Footbag Championships,2013.0
1369864929,Results for Paris Net Battle 3 (2013) Open Doubles Net,7.0,7.0,results for paris net battle 3 2013 open doubles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,9.0,16.0,7.0,1.0,Paris Net Battle 3,2013.0
1401113913,Mixed Doubles Net,7.0,4.0,mixed doubles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,21.0,57.0,22.0,3.0,16th Annual German Footbag Open,2014.0
1404123889,Results for Burgas Summer Footbag Jam VI (2014) Open Singles Net,7.0,7.0,results for burgas summer footbag jam vi 2014 open singles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,7.0,22.0,11.0,2.0,Burgas Summer Footbag Jam VI,2014.0
1407335213,MIXED DOUBLES NET,7.0,7.0,mixed doubles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,21.0,92.0,46.0,5.0,Swiss Footbag Open,2014.0
1417958417,Mixed Doubles Net,7.0,7.0,mixed doubles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,13.0,118.0,58.0,3.0,17th Annual IFPA European Footbag Championships,2015.0
1420195881,Mixed Doubles Net,7.0,12055.0,mixed doubles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,7.0,48.0,24.0,2.0,17th FC Footstar anniversary,2015.0
1421069713,Results for Bulgarian Open Footbag Jam (2015) Open Singles Net,7.0,8.0,results for bulgarian open footbag jam 2015 open singles net,,0.0,0.0,missing_division_or_unmatched_division,19.0,6.0,22.0,11.0,2.0,Bulgarian Open Footbag Jam,2015.0
1436878168,"Doubles net, singles net, and singles freestyle routines will be played in all categories",7.0,7.0,doubles net singles net and singles freestyle routines will be played in all categories,,0.0,0.0,missing_division_or_unmatched_division,19.0,7.0,37.0,37.0,4.0,19th Annual Finnish Footbag Open (FFA 20th anniversary special edition),2015.0
1455047000,"Singles, doubles, mens, womens, intermediate, novice. If there is enough interest, there",7.0,7.0,singles doubles mens womens intermediate novice if there is enough interest there,,0.0,0.0,missing_division_or_unmatched_division,19.0,6.0,13.0,13.0,2.0,9th Annual Windy City Cup Footbag Net Championships,2016.0
1524683077,NET,7.0,4.0,net,,0.0,0.0,missing_division_or_unmatched_division,19.0,24.0,21.0,21.0,6.0,36th Annual East Coast Footbag Championships,2018.0
857879540,Golf (Intermediate and Open,7.0,8.0,golf intermediate and open,,0.0,0.0,missing_division_or_unmatched_division,19.0,21.0,46.0,35.0,7.0,The 15th Annual EAST COAST FOOTBAG CHAMPIONSHIPS,1997.0
941418343,WOMENS DOUBLES NET RESULTS,7.0,7.0,womens doubles net results,,0.0,0.0,missing_division_or_unmatched_division,19.0,29.0,330.0,261.0,19.0,WORLD FOOTBAG CHAMPIONSHIPS,2000.0
941418343,WOMENS SPEED CONSECUTIVES RESULTS,7.0,7.0,womens speed consecutives results,,0.0,0.0,missing_division_or_unmatched_division,19.0,29.0,330.0,261.0,19.0,WORLD FOOTBAG CHAMPIONSHIPS,2000.0
959353403,Beginners Consecutives: (best consecutive string of kicks in 5-min time limit,7.0,4.0,beginners consecutives best consecutive string of kicks in 5 min time limit,,0.0,0.0,missing_division_or_unmatched_division,19.0,14.0,22.0,13.0,4.0,2000 Southeast Idaho Footbag Championships,2000.0
961053916,PRO FREESTYLE (top 7,7.0,7.0,pro freestyle top 7,,0.0,0.0,missing_division_or_unmatched_division,19.0,17.0,23.0,23.0,6.0,Footbag Oulu-Open 2000,2000.0
981129410,Open Doubles Net Results,7.0,7.0,open doubles net results,,0.0,0.0,missing_division_or_unmatched_division,19.0,29.0,59.0,55.0,13.0,East Coast Footbag Championships,2001.0
1270631935,Open Doubles Net,30.0,10.0,open doubles net,Open Doubles Net,21.0,10.0,truncated_division,18.0,14.0,101.0,38.0,2.0,RNH Contest 2010,2010.0
1293877677,Open Sick 3-Trick Contest,28.0,19.0,open sick 3 trick contest,Open Sick 3-Trick Contest,19.0,19.0,truncated_division,18.0,25.0,634.0,381.0,22.0,32nd IFPA WORLD FOOTBAG CHAMPIONSHIPS,2011.0
1138601883,Sick 3,18.0,3.0,sick 3,Sick 3,9.0,3.0,truncated_division,18.0,21.0,37.0,27.0,3.0,Santa Cruz Invitational,2006.0
1293877677,Women's Singles Net,18.0,9.0,women singles net,Women's Singles Net,9.0,9.0,truncated_division,18.0,25.0,634.0,381.0,22.0,32nd IFPA WORLD FOOTBAG CHAMPIONSHIPS,2011.0
1297909685,OPEN DOUBLES NET,18.0,9.0,open doubles net,Open Doubles Net,9.0,9.0,truncated_division,18.0,8.0,74.0,37.0,5.0,2da Copa Ciencias,2011.0
1302802291,Open Doubles Net,18.0,9.0,open doubles net,Open Doubles Net,9.0,9.0,truncated_division,18.0,11.0,42.0,21.0,2.0,JFK Net Battle,2011.0
1371821574,Open Circle Contest,18.0,7.0,open circle contest,Open Circle Contest,9.0,7.0,truncated_division,18.0,12.0,74.0,37.0,4.0,Swiss Jam Zürich,2013.0
1417000778,Singles Net,18.0,9.0,singles net,Singles Net,9.0,9.0,truncated_division,18.0,5.0,27.0,13.0,2.0,RNH Winter Contest 2014,2014.0
1466942562,Open Doubles Net,18.0,9.0,open doubles net,Open Doubles Net,9.0,9.0,truncated_division,18.0,18.0,68.0,48.0,6.0,18th Annual German Footbag Open,2016.0
1566532030,Freestyle Request Contest,17.0,8.0,freestyle request contest,Freestyle Request Contest,8.0,8.0,truncated_division,18.0,8.0,65.0,65.0,7.0,German Footbag Open 2019,2019.0
1124035486,Open Doubles,15.0,9.0,open doubles,Open Doubles,6.0,6.0,truncated_division,18.0,5.0,15.0,15.0,2.0,IFPA Sun City Spike,2005.0
1391189882,Open Sick 3-Trick,15.0,10.0,open sick 3 trick,Open Sick 3-Trick,6.0,10.0,truncated_division,18.0,24.0,275.0,246.0,18.0,35th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2014.0
1458772302,Mixed Doubles Net,15.0,9.0,mixed doubles net,Mixed Doubles Net,6.0,6.0,truncated_division,18.0,32.0,39.0,38.0,7.0,U.S. Open Footbag Net Championships 2016,2016.0
1567551985,Circle Contest Polish,14.0,6.0,circle contest polish,Circle Contest Polish,5.0,6.0,truncated_division,18.0,16.0,77.0,71.0,13.0,XIX Polish Footbag Championships - Krakow 2019,2019.0
1389613723,Open Circle Contest,13.0,4.0,open circle contest,Open Circle Contest,4.0,4.0,truncated_division,18.0,7.0,29.0,15.0,3.0,Swiss Jam Zürich,2014.0
1417735560,Open Doubles Routines,13.0,5.0,open doubles routines,Open Doubles Routines,4.0,4.0,truncated_division,18.0,26.0,304.0,273.0,21.0,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,2015.0
876336655,Women's Doubles,13.0,5.0,women doubles,Women's Doubles,4.0,4.0,truncated_division,18.0,17.0,68.0,67.0,7.0,Air-A-Zona 2nd Annual Footbag Net Championships,1998.0
1157942368,Sick 3,12.0,3.0,sick 3,Sick 3,3.0,3.0,truncated_division,18.0,13.0,40.0,18.0,6.0,New Year's Jam 2006,2006.0
1366240051,Doubles Open,12.0,12.0,doubles open,Doubles Open,3.0,11.0,truncated_division,18.0,3.0,28.0,19.0,2.0,4ta. Copa Ciencias,2013.0
1741024635,Open Doubles Routines,12.0,9.0,open doubles routines,Open Doubles Routines,3.0,3.0,truncated_division,18.0,28.0,213.0,207.0,21.0,44th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2025,2025.0
1358271250,Open Sick 3-Trick,10.0,5.0,open sick 3 trick,Open Sick 3-Trick,1.0,5.0,truncated_division,18.0,29.0,91.0,40.0,5.0,2013 Green Cup Presented by Chaos,2013.0
1001942070,Singles Net,6.0,3.0,singles net,,0.0,0.0,missing_division_or_unmatched_division,17.0,16.0,30.0,30.0,10.0,Texas State Footbag Championships,2001.0
1032472601,Open Shred 30 (conventional rules,6.0,6.0,open shred 30 conventional rules,,0.0,0.0,missing_division_or_unmatched_division,17.0,24.0,41.0,13.0,3.0,The 3rd Annual Chilly Philly Freestyle Jam,2003.0
1050067583,1. Oskari Forstn & Matti Pohjola (pro net footbags,6.0,7.0,1 oskari forstn and matti pohjola pro net footbags,,0.0,0.0,missing_division_or_unmatched_division,17.0,12.0,15.0,16.0,6.0,Turku Open,2003.0
1089373321,Womens Freestyle,6.0,6.0,womens freestyle,,0.0,0.0,missing_division_or_unmatched_division,17.0,23.0,139.0,98.0,12.0,6e Open de France de Footbag,2004.0
1102576153,Women's Shred:30,6.0,6.0,women shred 30,,0.0,0.0,missing_division_or_unmatched_division,17.0,26.0,375.0,238.0,15.0,26th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,2005.0
