alias,canonical,alias_count,canonical_count_in_pf,alias_years,canonical_years,shared_events,shared_event_ids_sample,alias_event_ids_sample,canonical_event_ids_sample,score,reasons
Thomas,Thomas Juan,1,1,2006,2008,0,,1137942486,1203604560,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Thomas,Thomas Koneèný,1,2,2006,"2013,2014",0,,1137942486,"1379414806,1392497284",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Thomas,Thomas Loria,1,2,2006,"1997,2000",0,,1137942486,"860356126,941418343",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Thomas,Thomas Sustrac,1,25,2006,2005..2011 (7 yrs),0,,1137942486,"1125936037,1134914723,1148374547,1177512537,1199106237",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Thomas,Thomas Whitworth,1,5,2006,"1997,1999,2009,2015",0,,1137942486,"1226549669,1421271111,857876517,910551956",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Thomas,Thomas Yard,1,5,2006,"2002,2003,2004,2005,2006",0,,1137942486,"1030830356,1050745947,1090569022,1125936037,1143195910",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Toxic,Toxic Tom B.,1,2,2004,1997,0,,1069929277,857879540,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Vojta,Vojta Janousek,1,3,2001,"2013,2014,2015",0,,996678489,"1379414806,1389730147,1415986036",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Vojta,Vojta Polak,1,2,2001,"2004,2005",0,,996678489,"1068406344,1114277529",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Yves,Yves Archambault,1,62,2010,1990..2014 (19 yrs),0,,1268445253,"1011291051,1013283071,1031334528,1035277529,1057175925",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Yves,Yves Bouquier,1,2,2010,"2000,2001",0,,1268445253,"1001076203,948198763",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Yves,Yves Kreil,1,51,2010,2001..2013 (13 yrs),0,,1268445253,"1028800969,1030830356,1035277529,1042821772,1089373321",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Yves,Yves Mingard,1,38,2010,2005..2017 (13 yrs),0,,1268445253,"1125936037,1137942486,1149763452,1183729267,1199106237",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Łukasz,Łukasz Bochenek,1,1,2016,2005,0,,1473853257,1102443443,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Łukasz,Łukasz Krysiewicz,1,6,2016,"2005,2007,2008,2009",0,,1473853257,"1127155729,1185458086,1195773772,1219405634,1235653935",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Daniel,DANIEL BOYLE,2,14,"2003,2006","2001,2009,2010,2012,2015",0,,"1035277529,1135116604","1233718528,1265745512,1346947092,1417735560,996293200",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Baron,2,12,"1998,2010",2009..2017 (7 yrs),0,,"1268445253,899077904","1232474501,1262288759,1264098849,1265745512,1294779128",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Borsky,2,2,"1998,2010","1998,2000",0,,"1268445253,899077904","876591529,941418343",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Ednie,2,21,"1998,2010",2001..2009 (7 yrs),0,,"1268445253,899077904","1032602594,1038895913,1061453080,1069929277,1121753561",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Greer,2,77,"1998,2010",2002..2025 (22 yrs),0,,"1268445253,899077904","1021665982,1028233308,1031334528,1046985067,1049457912",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Iachini,2,2,"1998,2010",2003,0,,"1268445253,899077904","1031334528,1049457912",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Johnson,2,14,"1998,2010",2004..2023 (9 yrs),0,,"1268445253,899077904","1075781798,1109356644,1149881200,1216058526,1220466807",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Kaufman,2,2,"1998,2010",2019,0,,"1268445253,899077904",1529239199,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Klokow,2,4,"1998,2010","1999,2001",0,,"1268445253,899077904","915561090,974683678,980969461,989875090",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Kramer,2,5,"1998,2010","1997,1999,2000",0,,"1268445253,899077904","857879540,857881898,916193231,946940201,947026077",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Luciano,2,2,"1998,2010",1990,0,,"1268445253,899077904",1057175925,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Dan,Dan Reed,2,9,"1998,2010","2004,2011,2012",0,,"1268445253,899077904","1070954568,1096318324,1301958487,1335148163",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Daniel,Daniel Barrientos,2,4,"2003,2006","2020,2022,2024,2026",0,,"1035277529,1135116604","1598616506,1645621833,1721817655,1770923654",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Daniel,Daniel Cardenas,2,2,"2003,2006","2023,2024",0,,"1035277529,1135116604","1699593640,1713276656",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Daniel,Daniel Cuze,2,2,"2003,2006","2005,2006",0,,"1035277529,1135116604","1126086921,1158263300",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Daniel,Daniel Jaramillo,2,2,"2003,2006","2023,2024",0,,"1035277529,1135116604","1678957450,1730420667",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Daniel,Daniel Mantilla,2,4,"2003,2006","2011,2012",0,,"1035277529,1135116604","1314323534,1314328055,1335761071",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Daniel,Daniel Ramirez,2,4,"2003,2006",2008,0,,"1035277529,1135116604",1226205667,7,"prefix_match,token_subset,rare_alias,canon_more_common"
Daniel,Daniel Spacil,2,10,"2003,2006","2008,2009,2010",0,,"1035277529,1135116604","1194517448,1224962900,1226679678,1256202918,1269266785",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Butcher,2,21,"2003,2006",1997..2003 (7 yrs),0,,"1050745947,1149881200","1012638214,1013283071,1035277529,857876870,876331623",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Castillo,2,20,"2003,2006","2007,2010,2011,2012,2013",0,,"1050745947,1149881200","1183654670,1256202918,1269266785,1293877677,1323272493",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Chabannes,2,20,"2003,2006",1999..2025 (13 yrs),0,,"1050745947,1149881200","1001076203,1030830356,1035277529,1064849293,1125936037",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Fujimura,2,2,"2003,2006","2005,2009",0,,"1050745947,1149881200","1102576153,1226679678",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Garcia,2,4,"2003,2006",2007,0,,"1050745947,1149881200",1183654670,7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Hofstetter,2,4,"2003,2006","2005,2008",0,,"1050745947,1149881200","1125936037,1222687523",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Jezek,2,9,"2003,2006","2020,2021,2022,2023,2024,2025",0,,"1050745947,1149881200","1595872698,1628024472,1635599636,1649326445,1667566506",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Kaufmann,2,12,"2003,2006",2003..2013 (8 yrs),0,,"1050745947,1149881200","1042821772,1079444598,1094201584,1105087209,1137942486",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Lewis,2,2,"2003,2006","1998,1999",0,,"1050745947,1149881200","888294869,919703711",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Montfulleda,2,2,"2003,2006",2019,0,,"1050745947,1149881200",1566500647,7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Rambaud,2,31,"2003,2006",2009..2025 (14 yrs),0,,"1050745947,1149881200","1241011525,1256202918,1294262550,1305581560,1335381794",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Robinson,2,5,"2003,2006","1983,1984,1985",0,,"1050745947,1149881200","2001983001,2001983002,2001984001,2001985001",7,"prefix_match,token_subset,rare_alias,canon_more_common"
David,David Spears,2,3,"2003,2006","2001,2008",0,,"1050745947,1149881200","1001942070,1189977929",7,"prefix_match,token_subset,rare_alias,canon_more_common"
JF,JF Lemieux,2,4,"2002,2010","2003,2007,2008",0,,"1021665982,1268445253","1031334528,1163784775,1203102773,1216058526",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jakob,Jakob Hall,2,6,"2004,2008","1999,2000,2003",0,,"1079444598,1195677906","1035277529,1052775366,917278465,933870505,948198763",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jakob,Jakob Mai,2,8,"2004,2008","2003,2005,2006",0,,"1079444598,1195677906","1042821772,1102576153,1105087209,1117746703,1135116604",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jakob,Jakob Wagner,2,78,"2004,2008",2001..2023 (15 yrs),0,,"1079444598,1195677906","1011556608,1042821772,1052775366,1089373321,1090437706",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jeremy,Jeremy Benton,2,8,"2000,2006","2000,2001,2002,2003",0,,"1148374547,949991621","1012638214,1021665982,1036298726,941418343,974683678",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jeremy,Jeremy Keller Auburn,2,9,"2000,2006","1997,1998",0,,"1148374547,949991621","865043841,877848852,879319107,881872990",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jeremy,Jeremy Kumbruch,2,3,"2000,2006","2000,2001",0,,"1148374547,949991621","941418343,980969461",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jeremy,Jeremy Masselis,2,23,"2000,2006","2006,2007,2008,2009,2010,2011",0,,"1148374547,949991621","1149763452,1177512537,1183729267,1199106237,1212406878",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jeremy,Jeremy Mirken,2,32,"2000,2006",2001..2019 (13 yrs),0,,"1148374547,949991621","1012638214,1061212821,1143155263,1163784775,1164845982",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jeremy,Jeremy O'Wheel,2,7,"2000,2006","2002,2003,2009",0,,"1148374547,949991621","1035817350,1061453080,1233718528",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jeremy,Jeremy Walters,2,17,"2000,2006",1999..2008 (10 yrs),0,,"1148374547,949991621","1021665982,1031334528,1075781798,1109356644,1149881200",7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John Armstrong,2,4,"2006,2010","1997,1998",0,,"1157398732,1268445253","857876215,876356874,888294869",7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John Bottomley,2,2,"2006,2010",2000,0,,"1157398732,1268445253",953918475,7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John Burrage,2,2,"2006,2010",1997,0,,"1157398732,1268445253",857880054,7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John East,2,6,"2006,2010","1980,1981,1982,1983,1984",0,,"1157398732,1268445253","2001980002,2001980003,2001981003,2001982003,2001983005",7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John Fanuzzi,2,2,"2006,2010",2008,0,,"1157398732,1268445253",1216849705,7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John Fitzmorris,2,5,"2006,2010",2004,0,,"1157398732,1268445253",1096695238,7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John Goode,2,10,"2006,2010","2009,2010,2011",0,,"1157398732,1268445253","1245793403,1252110023,1265745512,1268407783,1273248665",7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John Leys,2,37,"2006,2010",1997..2011 (12 yrs),0,,"1157398732,1268445253","1011291051,1012638214,1013283071,1035277529,1039550946",7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John MacCormack,2,4,"2006,2010",2004,0,,"1157398732,1268445253",1096695238,7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John Orace,2,2,"2006,2010",2011,0,,"1157398732,1268445253","1301675662,1311699287",7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John Stalberger,2,8,"2006,2010","1980,1981,1982",0,,"1157398732,1268445253","2001980001,2001981001,9905304,9928572,9992129",7,"prefix_match,token_subset,rare_alias,canon_more_common"
John,John Suderman,2,5,"2006,2010","2009,2013",0,,"1157398732,1268445253","1237771561,1361207019",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Luka,Luka Weyler,2,27,"2007,2010",2009..2025 (17 yrs),0,,"1170456736,1268445253","1230850031,1239056543,1245432804,1272817638,1301837824",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mathieu,Mathieu Gauthier,2,40,2006,2006..2025 (15 yrs),0,,1134914723,"1135116604,1163784775,1194517448,1237771561,1361207019",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mathieu,Mathieu Giard,2,6,2006,"2009,2010,2011",0,,1134914723,"1250478677,1265745512,1285506605,1293877677",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mathieu,Mathieu Payant,2,4,2006,"2009,2010",0,,1134914723,"1239056543,1269111845,1272817638",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Mathieu,Mathieu Soucy,2,3,2006,"2007,2008",0,,1134914723,"1163784775,1206161350",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Nina,Nina Stuppacher,2,7,"2002,2003","2011,2013,2015,2017,2018",0,,"1025084282,1064849293","1318673467,1382778441,1445178271,1487797845,1536221908",7,"prefix_match,token_subset,rare_alias,canon_more_common"
NiNo,Nino Almazon,3,4,2004,"2000,2002,2003",0,,"1076876907,1081766954,1092044099","1011324897,1021665982,1049457912,946940201",7,"prefix_match,token_subset,rare_alias,canon_more_common"
Jean,Jean-Francois Lemieux,43,23,2000..2025 (16 yrs),1999..2016 (13 yrs),1,961626997,"1011291051,1039550946,1049457912,1131659634,1135116604","1069929277,1102576153,1107290435,1109356644,1149881200",6,"prefix_match,token_subset,shared_events=1"
Alex,Alex Frazier,1,0,2025,,0,,1739036206,,6,"prefix_match,token_subset,rare_alias"
Alex,Alex Ibardaloza,1,0,2025,,0,,1739036206,,6,"prefix_match,token_subset,rare_alias"
Alex,Alex Martínez,1,0,2025,,0,,1739036206,,6,"prefix_match,token_subset,rare_alias"
Alex,Alex Spiers,1,0,2025,,0,,1739036206,,6,"prefix_match,token_subset,rare_alias"
Ben,Ben Clark,1,0,2016,,0,,1449259560,,6,"prefix_match,token_subset,rare_alias"
Ben,Ben Kersens,1,0,2016,,0,,1449259560,,6,"prefix_match,token_subset,rare_alias"
Ben,Ben Kettman,1,0,2016,,0,,1449259560,,6,"prefix_match,token_subset,rare_alias"
Ben,Ben Kühner,1,0,2016,,0,,1449259560,,6,"prefix_match,token_subset,rare_alias"
Carlos,Carlos Moreno,1,0,2010,,0,,1268445253,,6,"prefix_match,token_subset,rare_alias"
Charles,Charles Simmers,1,0,2004,,0,,1069791565,,6,"prefix_match,token_subset,rare_alias"
Cyril,Cyril Peron aka Pataps,1,0,2025,,0,,1741024635,,6,"prefix_match,token_subset,rare_alias"
Francois Depatie-Pelletier,Francois Depatie Pelletier,1,2,2012,"2018,2019",0,,1323272493,"1502997442,1555631351",6,"initial_variant,rare_alias,canon_more_common"
Gilles,Gilles Bourgeois,1,0,2010,,0,,1268445253,,6,"prefix_match,token_subset,rare_alias"
Jake,Jake Kellams,1,0,2010,,0,,1268445253,,6,"prefix_match,token_subset,rare_alias"
Jake,Jake Stare,1,0,2010,,0,,1268445253,,6,"prefix_match,token_subset,rare_alias"
Jason,Jason Valdrow,1,0,2004,,0,,1094201584,,6,"prefix_match,token_subset,rare_alias"
Jhoan,Jhoan Cubides,1,0,2010,,0,,1286381599,,6,"prefix_match,token_subset,rare_alias"
Josh,Josh Casey,1,0,2010,,0,,1268445253,,6,"prefix_match,token_subset,rare_alias"
Josh,Josh Jones,1,0,2010,,0,,1268445253,,6,"prefix_match,token_subset,rare_alias"
Karl,Karl aus Schaumburg,1,0,2010,,0,,1260368810,,6,"prefix_match,token_subset,rare_alias"
Kirsten,Kirsten Anhuth,1,0,2010,,0,,1268445253,,6,"prefix_match,token_subset,rare_alias"
Louis,Louis Brasher,1,0,2023,,0,,1686926080,,6,"prefix_match,token_subset,rare_alias"
Luke,Luke Tarr,1,0,2002,,0,,1025084282,,6,"prefix_match,token_subset,rare_alias"
Matthias,Matthias aus Mainz,1,0,2008,,0,,1195677906,,6,"prefix_match,token_subset,rare_alias"
Mike,Mike Best,1,0,2001,,0,,1001942070,,6,"prefix_match,token_subset,rare_alias"
Mike,Mike Bilan,1,0,2001,,0,,1001942070,,6,"prefix_match,token_subset,rare_alias"
Mike,Mike Commons,1,0,2001,,0,,1001942070,,6,"prefix_match,token_subset,rare_alias"
Mike,Mike Huarca,1,0,2001,,0,,1001942070,,6,"prefix_match,token_subset,rare_alias"
Mike,Mike Mueller,1,0,2001,,0,,1001942070,,6,"prefix_match,token_subset,rare_alias"
Mike,Mike Patrick McCarthy,1,0,2001,,0,,1001942070,,6,"prefix_match,token_subset,rare_alias"
Mike,Mike Puderbaugh,1,0,2001,,0,,1001942070,,6,"prefix_match,token_subset,rare_alias"
Mike,Mike Walsh,1,0,2001,,0,,1001942070,,6,"prefix_match,token_subset,rare_alias"
Mikko,Mikko Salonen,1,0,2013,,0,,1377192359,,6,"prefix_match,token_subset,rare_alias"
Nicolas,Nicolas Laille,1,0,2020,,0,,1598616506,,6,"prefix_match,token_subset,rare_alias"
Nicolas,Nicolas Nantes,1,0,2020,,0,,1598616506,,6,"prefix_match,token_subset,rare_alias"
Phil,Phil Donegan,1,0,2010,,0,,1268445253,,6,"prefix_match,token_subset,rare_alias"
Phil,Phil Nierstheimer,1,0,2010,,0,,1268445253,,6,"prefix_match,token_subset,rare_alias"
Roger,Roger Stimson,1,0,2005,,0,,1126086921,,6,"prefix_match,token_subset,rare_alias"
Sam,Sam Meyers,1,0,2008,,0,,1206161350,,6,"prefix_match,token_subset,rare_alias"
Simon,Simon Munoz Arango,1,0,2002,,0,,1025084282,,6,"prefix_match,token_subset,rare_alias"
Smirnov,Smirnov Alexander,1,0,2003,,0,,1035277529,,6,"prefix_match,token_subset,rare_alias"
Sunny Freeman Genz,Sunny Freeman-Genz,1,33,2003,2000..2012 (11 yrs),0,,1035277529,"1012638214,1028233308,1036298726,1069929277,1070954568",6,"initial_variant,rare_alias,canon_more_common"
Thomas,Thomas Försterson,1,0,2006,,0,,1137942486,,6,"prefix_match,token_subset,rare_alias"
Thomas,Thomas Jacquemart,1,0,2006,,0,,1137942486,,6,"prefix_match,token_subset,rare_alias"
Thomas,Thomas Komair,1,0,2006,,0,,1137942486,,6,"prefix_match,token_subset,rare_alias"
Thomas,Thomas Laboutka,1,0,2006,,0,,1137942486,,6,"prefix_match,token_subset,rare_alias"
Thomas,Thomas Weiss,1,0,2006,,0,,1137942486,,6,"prefix_match,token_subset,rare_alias"
Thomas,Thomas Whitman,1,0,2006,,0,,1137942486,,6,"prefix_match,token_subset,rare_alias"
Thomas,Thomas tomtom Jouan,1,0,2006,,0,,1137942486,,6,"prefix_match,token_subset,rare_alias"
Tre Jones,Tre Jones JABag,1,0,2003,,0,,1044624680,,6,"prefix_match,token_subset,rare_alias"
Yavor,Yavor Zehlev,1,0,2025,,0,,1739036206,,6,"prefix_match,token_subset,rare_alias"
Alex,alex smith,1,0,2025,,0,,1739036206,,6,"prefix_match,token_subset,rare_alias"
Mike,mike mccarthy,1,0,2001,,0,,1001942070,,6,"prefix_match,token_subset,rare_alias"
Mike,mike williams,1,0,2001,,0,,1001942070,,6,"prefix_match,token_subset,rare_alias"
Daniel,DANIEL CADAVID,2,1,"2003,2006",2012,0,,"1035277529,1135116604",1346947092,6,"prefix_match,token_subset,rare_alias"
Dan,Dan Botkin,2,1,"1998,2010",2008,0,,"1268445253,899077904",1216058526,6,"prefix_match,token_subset,rare_alias"
Dan,Dan Boyle,2,1,"1998,2010",2021,0,,"1268445253,899077904",1623054449,6,"prefix_match,token_subset,rare_alias"
Dan,Dan Chick,2,0,"1998,2010",,0,,"1268445253,899077904",,6,"prefix_match,token_subset,rare_alias"
Dan,Dan Cyr,2,1,"1998,2010",2007,0,,"1268445253,899077904",1172931308,6,"prefix_match,token_subset,rare_alias"
Dan,Dan Holland,2,0,"1998,2010",,0,,"1268445253,899077904",,6,"prefix_match,token_subset,rare_alias"
Dan,Dan Knisoll,2,1,"1998,2010",2007,0,,"1268445253,899077904",1182542776,6,"prefix_match,token_subset,rare_alias"
Dan,Dan Schläpfer,2,0,"1998,2010",,0,,"1268445253,899077904",,6,"prefix_match,token_subset,rare_alias"
Dan,Dan Teichman,2,0,"1998,2010",,0,,"1268445253,899077904",,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Botkin,2,1,"2003,2006",1998,0,,"1035277529,1135116604",876591529,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Ernesto González,2,1,"2003,2006",2015,0,,"1035277529,1135116604",1430582557,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Herrick,2,1,"2003,2006",1999,0,,"1035277529,1135116604",903632480,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Kramer,2,1,"2003,2006",1997,0,,"1035277529,1135116604",857876517,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Ku niec,2,0,"2003,2006",,0,,"1035277529,1135116604",,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Neufeld,2,1,"2003,2006",2003,0,,"1035277529,1135116604",1042821772,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Oropeza,2,1,"2003,2006",2011,0,,"1035277529,1135116604",1297909685,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Schläpfer,2,1,"2003,2006",2001,0,,"1035277529,1135116604",981560223,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Schuldes,2,1,"2003,2006",2003,0,,"1035277529,1135116604",1042821772,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Send,2,0,"2003,2006",,0,,"1035277529,1135116604",,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Stalmach,2,1,"2003,2006",2012,0,,"1035277529,1135116604",1323272493,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Urrutia,2,0,"2003,2006",,0,,"1035277529,1135116604",,6,"prefix_match,token_subset,rare_alias"
Daniel,Daniel Waite,2,0,"2003,2006",,0,,"1035277529,1135116604",,6,"prefix_match,token_subset,rare_alias"
David,David Baldemor,2,1,"2003,2006",2000,0,,"1050745947,1149881200",933115858,6,"prefix_match,token_subset,rare_alias"
David,David Beck,2,1,"2003,2006",2012,0,,"1050745947,1149881200",1344933824,6,"prefix_match,token_subset,rare_alias"
David,David Byers,2,1,"2003,2006",2017,0,,"1050745947,1149881200",1502929111,6,"prefix_match,token_subset,rare_alias"
David,David Edgmon,2,1,"2003,2006",2000,0,,"1050745947,1149881200",955745735,6,"prefix_match,token_subset,rare_alias"
David,David Gil,2,1,"2003,2006",2021,0,,"1050745947,1149881200",1623054449,6,"prefix_match,token_subset,rare_alias"
David,David Gilfillan,2,1,"2003,2006",2001,0,,"1050745947,1149881200",979334083,6,"prefix_match,token_subset,rare_alias"
David,David Holton,2,1,"2003,2006",2000,0,,"1050745947,1149881200",933115858,6,"prefix_match,token_subset,rare_alias"
David,David Latotzky,2,1,"2003,2006",2000,0,,"1050745947,1149881200",944242404,6,"prefix_match,token_subset,rare_alias"
David,David Mellov,2,0,"2003,2006",,0,,"1050745947,1149881200",,6,"prefix_match,token_subset,rare_alias"
David,David Pollen,2,0,"2003,2006",,0,,"1050745947,1149881200",,6,"prefix_match,token_subset,rare_alias"
David,David Ramaud,2,0,"2003,2006",,0,,"1050745947,1149881200",,6,"prefix_match,token_subset,rare_alias"
David,David Rieger,2,1,"2003,2006",2008,0,,"1050745947,1149881200",1194517448,6,"prefix_match,token_subset,rare_alias"
David,David Sandrik,2,1,"2003,2006",2008,0,,"1050745947,1149881200",1194517448,6,"prefix_match,token_subset,rare_alias"
David,David Steinocker,2,1,"2003,2006",1997,0,,"1050745947,1149881200",860356126,6,"prefix_match,token_subset,rare_alias"
David,David Theolis,2,0,"2003,2006",,0,,"1050745947,1149881200",,6,"prefix_match,token_subset,rare_alias"
David,David Tibocha,2,1,"2003,2006",2012,0,,"1050745947,1149881200",1321869570,6,"prefix_match,token_subset,rare_alias"
David,David andrik,2,0,"2003,2006",,0,,"1050745947,1149881200",,6,"prefix_match,token_subset,rare_alias"
Hanna,Hanna Widen,2,0,2003,,0,,"1041241196,1064849293",,6,"prefix_match,token_subset,rare_alias"
Jakob,Jakob Brüllmann,2,0,"2004,2008",,0,,"1079444598,1195677906",,6,"prefix_match,token_subset,rare_alias"
Jakob,Jakob Otsa,2,1,"2004,2008",2018,0,,"1079444598,1195677906",1531284609,6,"prefix_match,token_subset,rare_alias"
Jakob,Jakob Ske Dahlstrup,2,1,"2004,2008",2006,0,,"1079444598,1195677906",1157398732,6,"prefix_match,token_subset,rare_alias"
Jakob,Jakob og Jesper Hall,2,0,"2004,2008",,0,,"1079444598,1195677906",,6,"prefix_match,token_subset,rare_alias"
Jeremy,Jeremy Chase Kumbruch,2,0,"2000,2006",,0,,"1148374547,949991621",,6,"prefix_match,token_subset,rare_alias"
Jeremy,Jeremy Erhart,2,1,"2000,2006",2000,0,,"1148374547,949991621",933115858,6,"prefix_match,token_subset,rare_alias"
Jeremy,Jeremy Hendersen,2,0,"2000,2006",,0,,"1148374547,949991621",,6,"prefix_match,token_subset,rare_alias"
Jeremy,Jeremy S.,2,1,"2000,2006",2006,0,,"1148374547,949991621",1133888413,6,"prefix_match,token_subset,rare_alias"
Jeremy,Jeremy Williams,2,1,"2000,2006",1998,0,,"1148374547,949991621",876356874,6,"prefix_match,token_subset,rare_alias"
John,John Benevoli,2,1,"2006,2010",1997,0,,"1157398732,1268445253",857880054,6,"prefix_match,token_subset,rare_alias"
John,John Cook,2,0,"2006,2010",,0,,"1157398732,1268445253",,6,"prefix_match,token_subset,rare_alias"
John,John Felix,2,1,"2006,2010",2003,0,,"1157398732,1268445253",1058877971,6,"prefix_match,token_subset,rare_alias"
John,John Hayduk,2,0,"2006,2010",,0,,"1157398732,1268445253",,6,"prefix_match,token_subset,rare_alias"
John,John Hutchinson,2,1,"2006,2010",2003,0,,"1157398732,1268445253",1038895913,6,"prefix_match,token_subset,rare_alias"
John,John Lind,2,1,"2006,2010",1982,0,,"1157398732,1268445253",2001982001,6,"prefix_match,token_subset,rare_alias"
John,John Mahood,2,1,"2006,2010",2006,0,,"1157398732,1268445253",1148241486,6,"prefix_match,token_subset,rare_alias"
John,John Marshall,2,1,"2006,2010",2016,0,,"1157398732,1268445253",1466942562,6,"prefix_match,token_subset,rare_alias"
John,John Mortensen,2,1,"2006,2010",1997,0,,"1157398732,1268445253",857879540,6,"prefix_match,token_subset,rare_alias"
John,John Nodtvedt,2,0,"2006,2010",,0,,"1157398732,1268445253",,6,"prefix_match,token_subset,rare_alias"
John,John Pimentel,2,1,"2006,2010",1998,0,,"1157398732,1268445253",877061793,6,"prefix_match,token_subset,rare_alias"
John,John Redding,2,1,"2006,2010",2017,0,,"1157398732,1268445253",1471686537,6,"prefix_match,token_subset,rare_alias"
John,John Suckling,2,0,"2006,2010",,0,,"1157398732,1268445253",,6,"prefix_match,token_subset,rare_alias"
John,John Tapper,2,1,"2006,2010",2001,0,,"1157398732,1268445253",988325277,6,"prefix_match,token_subset,rare_alias"
Kolo,Kolo FoundaQ,2,1,"2001,2007",2001,0,,"1172931308,991757909",981129410,6,"prefix_match,token_subset,rare_alias"
Mathieu,Mathieu Dubost,2,0,2006,,0,,1134914723,,6,"prefix_match,token_subset,rare_alias"
Mathieu,Mathieu Larocque,2,1,2006,2004,0,,1134914723,1069929277,6,"prefix_match,token_subset,rare_alias"
