person_id,person_canon,trick_canon,trick_type,mentions,direct_mentions,context_window_mentions,first_year,last_year,event_count,sample_event,sample_line
766ba8a6-f9b8-5be2-b501-6a034451d8ac,Aaron Orton,blender,full_trick,1,1,0,2007,2007,1,2007 U.S. Open Footbag Championships,1. Aaron Orton (Surging Blender)
fc0e50ee-c392-5d00-a7f1-be70b324c749,Adam Cieszkiel,blurriest,full_trick,1,0,1,2004,2004,1,Zocha Jam 2004,Blurrywhirl> Blurriest> P.S. Whirl
fc0e50ee-c392-5d00-a7f1-be70b324c749,Adam Cieszkiel,whirl,full_trick,1,0,1,2004,2004,1,Zocha Jam 2004,Blurrywhirl> Blurriest> P.S. Whirl
de72051a-f92e-5e3c-b161-af9028b11492,Adam Greenwood,atomic,style_term,1,1,0,2007,2007,1,ShrEdmonton Freestyle Assembly 2007,3) Adam Greenwood : atomic catwalk > blur > tripwalk
de72051a-f92e-5e3c-b161-af9028b11492,Adam Greenwood,blur,full_trick,1,1,0,2007,2007,1,ShrEdmonton Freestyle Assembly 2007,3) Adam Greenwood : atomic catwalk > blur > tripwalk
aa5f0e41-79db-5da1-a7dd-d47f3bd16cc2,Adrian Dick,blur,full_trick,1,1,0,2001,2001,1,Australian Footbag Championships,1st - Adrian Dick (Legbeater>blur>paradon swirl)
aa5f0e41-79db-5da1-a7dd-d47f3bd16cc2,Adrian Dick,swirl,full_trick,1,1,0,2001,2001,1,Australian Footbag Championships,1st - Adrian Dick (Legbeater>blur>paradon swirl)
743b3110-af5d-5b1d-a489-5f0ebece2abd,Alex Bernstein,blurry whirl,full_trick,1,1,0,2008,2008,1,U.S. Open Footbag Championships,1. Alex Bernstein (Blurry Whirl-PS Whirl- Spinning Osis)
743b3110-af5d-5b1d-a489-5f0ebece2abd,Alex Bernstein,spinning osis,full_trick,1,1,0,2008,2008,1,U.S. Open Footbag Championships,1. Alex Bernstein (Blurry Whirl-PS Whirl- Spinning Osis)
337dc937-b022-51ef-8470-99fff306e2c9,Alex Dworetzky,barfly,full_trick,1,1,0,2014,2014,1,2014 Green Cup Presented by Chaos,3. Alex Dworetzky (USA) - paradox whirl > paradox whirl > barfly
337dc937-b022-51ef-8470-99fff306e2c9,Alex Dworetzky,ducking clipper,full_trick,1,1,0,2008,2008,1,U.S. Open Footbag Championships,3. Alex Dworetzky (Spinning Clipper-Infinity- Ducking Clipper
337dc937-b022-51ef-8470-99fff306e2c9,Alex Dworetzky,spinning clipper,full_trick,1,1,0,2008,2008,1,U.S. Open Footbag Championships,3. Alex Dworetzky (Spinning Clipper-Infinity- Ducking Clipper
337dc937-b022-51ef-8470-99fff306e2c9,Alex Dworetzky,superfly,full_trick,1,1,0,2008,2008,1,U.S. Open Footbag Championships,2. Alex Dworetzky (Superfly)
0d90bb3c-6c67-5057-9ac2-d85f9f94fa26,Alex Lopez,blender,full_trick,1,1,0,2012,2012,1,1o Torneo Nacional de Footbag,1. ALEX LOPEZ: spin whirl>blender>mobius
0d90bb3c-6c67-5057-9ac2-d85f9f94fa26,Alex Lopez,mobius,full_trick,1,1,0,2012,2012,1,1o Torneo Nacional de Footbag,1. ALEX LOPEZ: spin whirl>blender>mobius
0d90bb3c-6c67-5057-9ac2-d85f9f94fa26,Alex Lopez,whirl,full_trick,1,1,0,2012,2012,1,1o Torneo Nacional de Footbag,1. ALEX LOPEZ: spin whirl>blender>mobius
448d4c37-75f4-5396-bd2f-544dd0ab967c,Alex Verget,clipper,full_trick,1,1,0,2006,2006,1,2006 Steel City Shred Off,3) Alex Verget - stepping clipper>drifter>drop
448d4c37-75f4-5396-bd2f-544dd0ab967c,Alex Verget,drifter,full_trick,1,1,0,2006,2006,1,2006 Steel City Shred Off,3) Alex Verget - stepping clipper>drifter>drop
448d4c37-75f4-5396-bd2f-544dd0ab967c,Alex Verget,stepping,style_term,1,1,0,2006,2006,1,2006 Steel City Shred Off,3) Alex Verget - stepping clipper>drifter>drop
bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,gyro,style_term,1,0,1,2002,2002,1,Cinco de Mayo Footbag Fest,Alex Faber- Gyro Dlo
bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,ripwalk,full_trick,1,0,1,2002,2002,1,Cinco de Mayo Footbag Fest,- ripwalk>spinning butterfly>pdx dlo
bd9edb36-ddd6-5fa8-b46f-aad4e708716d,Alexander Faber,spinning butterfly,full_trick,1,0,1,2002,2002,1,Cinco de Mayo Footbag Fest,- ripwalk>spinning butterfly>pdx dlo
9f78fe69-1a0c-57be-a6eb-2c8e08f6ceac,Allen Sneed,butterfly,full_trick,1,1,0,2021,2021,1,2021 IFPA Online World Footbag Freestyle Championships,12 Allen Sneed Ducking Clipper>Pickup>Butterfly Kick
9f78fe69-1a0c-57be-a6eb-2c8e08f6ceac,Allen Sneed,ducking clipper,full_trick,1,1,0,2021,2021,1,2021 IFPA Online World Footbag Freestyle Championships,12 Allen Sneed Ducking Clipper>Pickup>Butterfly Kick
9f78fe69-1a0c-57be-a6eb-2c8e08f6ceac,Allen Sneed,pickup,full_trick,1,1,0,2021,2021,1,2021 IFPA Online World Footbag Freestyle Championships,12 Allen Sneed Ducking Clipper>Pickup>Butterfly Kick
38c0f384-29fa-5cd9-b3e7-707e76e7aa9a,Andreas Hoffmann,butterfly,full_trick,1,1,0,2009,2009,1,Austrian Footbag Championships 2009,3. Andreas Hoffmann (Dimwalk > Diving Butterfly > Ducking Butterfly)
38c0f384-29fa-5cd9-b3e7-707e76e7aa9a,Andreas Hoffmann,dimwalk,full_trick,1,1,0,2009,2009,1,Austrian Footbag Championships 2009,3. Andreas Hoffmann (Dimwalk > Diving Butterfly > Ducking Butterfly)
38c0f384-29fa-5cd9-b3e7-707e76e7aa9a,Andreas Hoffmann,ducking butterfly,full_trick,1,1,0,2009,2009,1,Austrian Footbag Championships 2009,3. Andreas Hoffmann (Dimwalk > Diving Butterfly > Ducking Butterfly)
38c0f384-29fa-5cd9-b3e7-707e76e7aa9a,Andreas Hoffmann,ducking osis,full_trick,1,1,0,2009,2009,1,Austrian Footbag Championships 2009,2. Andreas Hoffmann (Pendulous Ducking Osis)
4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,blender,full_trick,1,1,0,2018,2018,1,Austrian Footbag Championships 2018,4. Andreas Nawrath (Sailing Butterfly > Blurry Whirl > Spinning Pdx Blender)
4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,clipper,full_trick,1,1,0,2014,2014,1,35th IFPA WORLD FOOTBAG CHAMPIONSHIPS,7. Andreas Nawrath (Germany) - jumproping magellan > jumproping pixie legover > clipper
4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,dimwalk,full_trick,1,1,0,2012,2012,1,German Footbag Open (14th Annual German Footbag Championships),5. Andreas Nawrath (Bedwetter > Dimwalk > Paradox Whirl)
4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,legover,full_trick,1,1,0,2014,2014,1,35th IFPA WORLD FOOTBAG CHAMPIONSHIPS,7. Andreas Nawrath (Germany) - jumproping magellan > jumproping pixie legover > clipper
4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,mirage,full_trick,1,1,0,2015,2015,1,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,11. Andreas Nawrath (Germany) - Sailing Mirage
4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,paradox torque,full_trick,1,1,0,2016,2016,1,18th Annual IFPA European Footbag Championships 2016,2. Andreas Nawrath (Sailing Butterfly > Blurry Whirl > Paradox Torque)
4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,paradox whirl,full_trick,1,1,0,2012,2012,1,German Footbag Open (14th Annual German Footbag Championships),5. Andreas Nawrath (Bedwetter > Dimwalk > Paradox Whirl)
4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,pixie,style_term,1,1,0,2014,2014,1,35th IFPA WORLD FOOTBAG CHAMPIONSHIPS,7. Andreas Nawrath (Germany) - jumproping magellan > jumproping pixie legover > clipper
4beb2ce2-19e8-5443-9b5b-e221febea787,Andreas Nawrath,spinning,style_term,1,1,0,2018,2018,1,Austrian Footbag Championships 2018,4. Andreas Nawrath (Sailing Butterfly > Blurry Whirl > Spinning Pdx Blender)
66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,butterfly,full_trick,1,0,1,2002,2002,1,Cinco de Mayo Footbag Fest,- pixie butterfly>pdx mirage>ducking butterfly
66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,ducking butterfly,full_trick,1,0,1,2002,2002,1,Cinco de Mayo Footbag Fest,- pixie butterfly>pdx mirage>ducking butterfly
66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,mirage,full_trick,1,0,1,2002,2002,1,Cinco de Mayo Footbag Fest,- pixie butterfly>pdx mirage>ducking butterfly
66c8ee00-cda8-5430-ba1c-ffb177198d18,Andrew Coleman,pixie,style_term,1,0,1,2002,2002,1,Cinco de Mayo Footbag Fest,- pixie butterfly>pdx mirage>ducking butterfly
44c23e21-b920-58a7-90d9-80dcf5d60093,Andrew Dunford,ripwalk,full_trick,1,1,0,2007,2007,1,The 9th Hackrifice Open 2007,3-Andrew Dunford (ripwalk)
8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,butterfly,full_trick,1,0,1,2007,2007,1,The 9th Hackrifice Open 2007,-Manna Mpepo (dimwalk> ripwalk> butterfly)
8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,dimwalk,full_trick,1,0,1,2007,2007,1,The 9th Hackrifice Open 2007,-Manna Mpepo (dimwalk> ripwalk> butterfly)
8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,paradox symposium eggbeater,full_trick,1,1,0,2007,2007,1,4th annual Montana Freestyle Jam,4. Andrew Grant--Stepping Paradox Symposium Eggbeater
8606f658-92cd-570c-bf5e-2865de4a9b48,Andrew Grant,stepping,style_term,1,1,0,2007,2007,1,4th annual Montana Freestyle Jam,4. Andrew Grant--Stepping Paradox Symposium Eggbeater
835fd269-0b77-57fe-9efc-cbdf4b567a8b,Andrey Dyakonov,blurriest,full_trick,1,0,1,2018,2018,1,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,*Janiwalker>Blurriest>Ducking DLO
835fd269-0b77-57fe-9efc-cbdf4b567a8b,Andrey Dyakonov,ducking,style_term,1,0,1,2018,2018,1,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,*Janiwalker>Blurriest>Ducking DLO
835fd269-0b77-57fe-9efc-cbdf4b567a8b,Andrey Dyakonov,torque,full_trick,1,0,1,2018,2018,1,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,*Furious Torque
17a27155-b5bc-5c72-ac90-602127a1ed24,Andy Nawrath,mobius,full_trick,1,1,0,2025,2025,1,25th IFPA European Footbag Championships 2025,4. Andy Nawrath (DE) - Mobius >
17a27155-b5bc-5c72-ac90-602127a1ed24,Andy Nawrath,paradox,full_trick,1,0,1,2025,2025,1,25th IFPA European Footbag Championships 2025,Paradox Torque > Paradox B
17a27155-b5bc-5c72-ac90-602127a1ed24,Andy Nawrath,paradox torque,full_trick,1,0,1,2025,2025,1,25th IFPA European Footbag Championships 2025,Paradox Torque > Paradox B
00d8d056-e8a7-5229-97bf-e0cb3b881cd8,Anssi Sundberg,blurry whirl,full_trick,1,1,0,2009,2009,1,30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,3. Anssi Sundberg 43.2 (Scorpion´s Tail > Blurry Whirl > Vertigo)
00d8d056-e8a7-5229-97bf-e0cb3b881cd8,Anssi Sundberg,butterfly,full_trick,1,1,0,2014,2014,1,Todexon 15,7. Anssi Sundberg (Finland) - badger (symposium butterfly swirl)
00d8d056-e8a7-5229-97bf-e0cb3b881cd8,Anssi Sundberg,swirl,full_trick,1,1,0,2014,2014,1,Todexon 15,7. Anssi Sundberg (Finland) - badger (symposium butterfly swirl)
00d8d056-e8a7-5229-97bf-e0cb3b881cd8,Anssi Sundberg,symposium,style_term,1,1,0,2014,2014,1,Todexon 15,7. Anssi Sundberg (Finland) - badger (symposium butterfly swirl)
5153f93f-1e75-5497-82c6-bf804faf6476,Anton Britting,mobius,full_trick,1,1,0,2019,2019,1,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,15. Anton Britting (Mobius)
5153f93f-1e75-5497-82c6-bf804faf6476,Anton Britting,whirl,full_trick,1,1,0,2015,2015,1,36th IFPA WORLD FOOTBAG CHAMPIONSHIPS,14. Anton Britting (USA) - PS Whirl
0a33a41b-8363-572e-90a0-39ae1e107ede,Arek Stanek,food processor,full_trick,1,1,0,2019,2019,1,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,5. Arek Stanek (Food Processor>Janiwalker>PDX Torque)
0a33a41b-8363-572e-90a0-39ae1e107ede,Arek Stanek,torque,full_trick,1,1,0,2019,2019,1,40th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2019,5. Arek Stanek (Food Processor>Janiwalker>PDX Torque)
a9cb54c3-9f91-563a-a953-4de8dda05ffe,Aric McIntosh,clipper,full_trick,1,0,1,2006,2006,1,2006 Jersey Spike & Shred,(Sumo > Phoenix > Stepping Clipper)
a9cb54c3-9f91-563a-a953-4de8dda05ffe,Aric McIntosh,stepping,style_term,1,0,1,2006,2006,1,2006 Jersey Spike & Shred,(Sumo > Phoenix > Stepping Clipper)
6513b145-8a4a-556a-a04f-981d95db2d70,Arkadiusz Dudzinski,atomic,style_term,1,1,0,2009,2009,1,Zocha Jam 2009,3. Arkadiusz Dudziñski (Sumo > Atomic Whirl > PS Eggbeater)
6513b145-8a4a-556a-a04f-981d95db2d70,Arkadiusz Dudzinski,eggbeater,full_trick,1,1,0,2009,2009,1,Zocha Jam 2009,3. Arkadiusz Dudziñski (Sumo > Atomic Whirl > PS Eggbeater)
6513b145-8a4a-556a-a04f-981d95db2d70,Arkadiusz Dudzinski,food processor,full_trick,1,1,0,2009,2009,1,30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,1. Arkadiusz Dudzinski 44.9 (Beta Bedwetter > Fusion > Food Processor)
6513b145-8a4a-556a-a04f-981d95db2d70,Arkadiusz Dudzinski,torque,full_trick,1,1,0,2008,2008,1,Zocha Jam 2008,2. Arkadiusz Dudziñski (Fury > Reactor > PS Torque)
6513b145-8a4a-556a-a04f-981d95db2d70,Arkadiusz Dudzinski,whirl,full_trick,1,1,0,2009,2009,1,Zocha Jam 2009,3. Arkadiusz Dudziñski (Sumo > Atomic Whirl > PS Eggbeater)
8859edda-82f6-5013-97d0-1057cb8bdd3b,Arkadiusz Stanek,blurry whirl,full_trick,1,0,1,2018,2018,1,XVIII Polish Footbag Championships - Krakow 2018,4. Paweł Nowak - Atomic motion > blurry whirl > spinning symple dyno
8859edda-82f6-5013-97d0-1057cb8bdd3b,Arkadiusz Stanek,gyro,style_term,1,1,0,2017,2017,1,17th Annual Polish Footbag Championships,4. Arkadiusz Stanek (gyro baroque)
8859edda-82f6-5013-97d0-1057cb8bdd3b,Arkadiusz Stanek,mobius,full_trick,1,1,0,2017,2017,1,17th Annual Polish Footbag Championships,2. Arkadiusz Stanek (foodprocessor>mobius>mulet)
8859edda-82f6-5013-97d0-1057cb8bdd3b,Arkadiusz Stanek,pixie,style_term,1,0,1,2018,2018,1,XVIII Polish Footbag Championships - Krakow 2018,2. Rafał Kaleta - PS eggbeater > pixie motion > PS torque
8859edda-82f6-5013-97d0-1057cb8bdd3b,Arkadiusz Stanek,spinning,style_term,1,0,1,2018,2018,1,XVIII Polish Footbag Championships - Krakow 2018,4. Paweł Nowak - Atomic motion > blurry whirl > spinning symple dyno
8859edda-82f6-5013-97d0-1057cb8bdd3b,Arkadiusz Stanek,symposium,style_term,1,0,1,2017,2017,1,17th Annual Polish Footbag Championships,5. Pawe� Nowak (symposium atomic motion)
abe227f2-b4d5-5baa-9f72-2b6dfa32036e,Artur Pichura,fusion,full_trick,1,1,0,2012,2012,1,12th Annual IFPA Polish Footbag Championships 2012,11. Artur Pichura (Frontside Fusion) (Poland)
abe227f2-b4d5-5baa-9f72-2b6dfa32036e,Artur Pichura,whirl,full_trick,1,0,1,2012,2012,1,12th Annual IFPA Polish Footbag Championships 2012,12. Paweł Ścierski (Symp. Whirling SS. Rev. Symp. Whirl) (Poland)
0dd4fbff-3e80-5779-853a-4e9a4189878a,Ashley Danowski,blurry whirl,full_trick,1,1,0,2008,2008,1,U.S. Open Footbag Championships,1. Ashley Danowski (Blurry Whirl)
816ccebb-84e4-551e-b7bb-d6517dd88e83,Asmus Helms,clipper,full_trick,1,1,0,2016,2016,1,18th Annual IFPA European Footbag Championships 2016,9. Asmus Helms (ATW > Legover > Clipper)
816ccebb-84e4-551e-b7bb-d6517dd88e83,Asmus Helms,legover,full_trick,1,1,0,2016,2016,1,18th Annual IFPA European Footbag Championships 2016,9. Asmus Helms (ATW > Legover > Clipper)
4ea3ca6a-daf2-5ea6-aa76-f521e7cac688,Augustin Tiffou,dimwalk,full_trick,1,0,1,2006,2006,1,8e OPEN de France de Footbag,Dimwalk > Ripwalk > Far Pick-Up
4ea3ca6a-daf2-5ea6-aa76-f521e7cac688,Augustin Tiffou,ripwalk,full_trick,1,0,1,2006,2006,1,8e OPEN de France de Footbag,Dimwalk > Ripwalk > Far Pick-Up
e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,atomic,style_term,1,0,1,2012,2012,1,12th Annual IFPA Polish Footbag Championships 2012,7. Paweł Nowak (Symp. Atomic Motion) (Poland)
e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,blurry whirl,full_trick,1,1,0,2010,2010,1,Zocha Jam 2010,1. Bartosz Bubula (Alpine Blurry Whirl > Bedwetter > Open Near Symposium Double
e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,ducking,style_term,1,1,0,2012,2012,1,12th Annual IFPA Polish Footbag Championships 2012,3. Bartosz Bubula (Alpin Legbeater> Bedwetter> Pixie Ducking Swirl) (Poland)
e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,fog,full_trick,1,1,0,2009,2009,1,End of Winter Jam,6. Bartosz Bubula (Ripwarrior > Fog > Fusion)
e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,mirage,full_trick,1,0,1,2012,2012,1,12th Annual IFPA Polish Footbag Championships 2012,5. Jakub Mościszewski (Tapdawn> Symp. Whirl> DP Mirage) (Poland)
e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,pixie,style_term,1,1,0,2012,2012,1,12th Annual IFPA Polish Footbag Championships 2012,3. Bartosz Bubula (Alpin Legbeater> Bedwetter> Pixie Ducking Swirl) (Poland)
e719220a-29e0-5844-869b-58c53a0b88b9,Bartosz Bubula,symposium,style_term,1,1,0,2010,2010,1,Zocha Jam 2010,1. Bartosz Bubula (Alpine Blurry Whirl > Bedwetter > Open Near Symposium Double
00535124-269f-5de1-be41-94948cdae1c0,Ben Scarborough,osis,full_trick,1,0,1,2002,2002,1,Cinco de Mayo Footbag Fest,- wrap>osis>inside del
9ccb1c1b-89e0-5406-9e37-a287f34a84d8,Ben Schmaltz,swirl,full_trick,1,1,0,2007,2007,1,2007 U.S. Open Footbag Championships,6. Ben Schmaltz (Blurry Symposium Reverse Whirling Swirl)
9ccb1c1b-89e0-5406-9e37-a287f34a84d8,Ben Schmaltz,symposium,style_term,1,1,0,2007,2007,1,2007 U.S. Open Footbag Championships,6. Ben Schmaltz (Blurry Symposium Reverse Whirling Swirl)
f825bd42-5056-55c5-8a4c-ba0788615e01,Ben Skaggs,paradox torque,full_trick,1,1,0,2008,2008,1,SoCali Jam 08,2 Ben Skaggs blurrywhirl>p.s. whirl>paradox torque
f825bd42-5056-55c5-8a4c-ba0788615e01,Ben Skaggs,whirl,full_trick,1,1,0,2008,2008,1,SoCali Jam 08,2 Ben Skaggs blurrywhirl>p.s. whirl>paradox torque
77de2a9d-0785-5fea-bc31-e614ae622492,Benny Kellman,clipper,full_trick,1,1,0,2007,2007,1,3rd New Jersey Spike and Shred,2nd - Benny Kellman - Diving Clipper > Spinning Clipper > Spinning Paradox Dragonfly
77de2a9d-0785-5fea-bc31-e614ae622492,Benny Kellman,paradox,full_trick,1,1,0,2007,2007,1,3rd New Jersey Spike and Shred,2nd - Benny Kellman - Diving Clipper > Spinning Clipper > Spinning Paradox Dragonfly
77de2a9d-0785-5fea-bc31-e614ae622492,Benny Kellman,spinning,style_term,1,1,0,2007,2007,1,3rd New Jersey Spike and Shred,2nd - Benny Kellman - Diving Clipper > Spinning Clipper > Spinning Paradox Dragonfly
77de2a9d-0785-5fea-bc31-e614ae622492,Benny Kellman,spinning clipper,full_trick,1,1,0,2007,2007,1,3rd New Jersey Spike and Shred,2nd - Benny Kellman - Diving Clipper > Spinning Clipper > Spinning Paradox Dragonfly
42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,blurry whirl,full_trick,1,1,0,2002,2002,1,Tri-State Area Footbag Jam,1st: Brad Nelson (Blurry Whirl>Paradox Torque>Paradox Blender)
42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,paradox blender,full_trick,1,1,0,2002,2002,1,Tri-State Area Footbag Jam,1st: Brad Nelson (Blurry Whirl>Paradox Torque>Paradox Blender)
42cfb7b0-8f51-53ff-9721-f4ac4b909290,Brad Nelson,paradox torque,full_trick,1,1,0,2002,2002,1,Tri-State Area Footbag Jam,1st: Brad Nelson (Blurry Whirl>Paradox Torque>Paradox Blender)
2b72150a-23a0-5c22-864d-86e32a01f185,Brendan Erskine,ducking butterfly,full_trick,1,1,0,2001,2001,1,Australian Footbag Championships,4th - Brendan Erskine (toe set dlo>ducking butterfly>paradox mirage)
2b72150a-23a0-5c22-864d-86e32a01f185,Brendan Erskine,paradox mirage,full_trick,1,1,0,2001,2001,1,Australian Footbag Championships,4th - Brendan Erskine (toe set dlo>ducking butterfly>paradox mirage)
153f48a3-6f39-583d-a39a-e791454234e8,Brett Ables,pixie,style_term,1,0,1,2002,2002,1,Cinco de Mayo Footbag Fest,- pixie toe>toe del >atw
96456a6d-5895-58ab-8175-9408424e79d1,Brett Campbell,fog,full_trick,1,1,0,2005,2005,1,The Hackrifice Open 2005,3) Brett Campbell - Beta Fog
11542335-67de-5fd2-9d43-5f2b55ea1fef,Brian Sherrill,ducking osis,full_trick,1,1,0,2014,2014,1,2014 Green Cup Presented by Chaos,1. Brian Sherrill (USA) - spinning ducking osis > mobius > spender
11542335-67de-5fd2-9d43-5f2b55ea1fef,Brian Sherrill,gyro,style_term,1,1,0,2013,2013,1,2013 Green Cup Presented by Chaos,3. Brian Sherrill (USA) - double spinning clipper > spinning whirl > gyro double legover
11542335-67de-5fd2-9d43-5f2b55ea1fef,Brian Sherrill,legover,full_trick,1,1,0,2013,2013,1,2013 Green Cup Presented by Chaos,3. Brian Sherrill (USA) - double spinning clipper > spinning whirl > gyro double legover
11542335-67de-5fd2-9d43-5f2b55ea1fef,Brian Sherrill,mobius,full_trick,1,1,0,2014,2014,1,2014 Green Cup Presented by Chaos,1. Brian Sherrill (USA) - spinning ducking osis > mobius > spender
11542335-67de-5fd2-9d43-5f2b55ea1fef,Brian Sherrill,spinning,style_term,1,1,0,2014,2014,1,2014 Green Cup Presented by Chaos,1. Brian Sherrill (USA) - spinning ducking osis > mobius > spender
11542335-67de-5fd2-9d43-5f2b55ea1fef,Brian Sherrill,spinning clipper,full_trick,1,1,0,2013,2013,1,2013 Green Cup Presented by Chaos,3. Brian Sherrill (USA) - double spinning clipper > spinning whirl > gyro double legover
11542335-67de-5fd2-9d43-5f2b55ea1fef,Brian Sherrill,spinning whirl,full_trick,1,1,0,2013,2013,1,2013 Green Cup Presented by Chaos,3. Brian Sherrill (USA) - double spinning clipper > spinning whirl > gyro double legover
f4f5b8d0-c503-5ae5-8ce5-c5ff07d630c4,Bruce Li,atom smasher,full_trick,1,0,1,2018,2018,1,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,*Atomsmasher>Paradon>Pdx Mirage
f4f5b8d0-c503-5ae5-8ce5-c5ff07d630c4,Bruce Li,drifter,full_trick,1,0,1,2018,2018,1,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,*Paradon>DLO>Drifter
f4f5b8d0-c503-5ae5-8ce5-c5ff07d630c4,Bruce Li,mirage,full_trick,1,0,1,2018,2018,1,39th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS 2018,*Atomsmasher>Paradon>Pdx Mirage
bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,atomic torque,full_trick,1,1,0,2005,2005,1,The Hackrifice Open 2005,1) Byrin Wylie - Atomic Torque
bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,eggbeater,full_trick,1,0,1,2007,2007,1,2007 IFPA WORLD FOOTBAG CHAMPIONSHIPS,* sumo > reactor > ps eggbeater
bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,gyro,style_term,1,1,0,2007,2007,1,4th annual Montana Freestyle Jam,"1. Byrin Wylie--Surging Ducking Paradox Whirl, Surging Paradox Blender, Gyro"
bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,mobius,full_trick,1,0,1,2007,2007,1,2007 IFPA WORLD FOOTBAG CHAMPIONSHIPS,* spinning whirl > mobius > far reverse swirl
bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,paradox,full_trick,1,0,1,2007,2007,1,2007 IFPA WORLD FOOTBAG CHAMPIONSHIPS,* ripped warrior > paradox flail > torque
bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,paradox blender,full_trick,1,1,0,2007,2007,1,4th annual Montana Freestyle Jam,"1. Byrin Wylie--Surging Ducking Paradox Whirl, Surging Paradox Blender, Gyro"
bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,paradox whirl,full_trick,1,1,0,2007,2007,1,4th annual Montana Freestyle Jam,"1. Byrin Wylie--Surging Ducking Paradox Whirl, Surging Paradox Blender, Gyro"
bf5ce745-18b5-50b5-87a5-b2af6ffbf21c,Byrin Wylie,spinning whirl,full_trick,1,0,1,2007,2007,1,2007 IFPA WORLD FOOTBAG CHAMPIONSHIPS,* spinning whirl > mobius > far reverse swirl
cb047679-c1ef-5ab8-8944-999ca66d1ea3,CARLOS RAMIREZ,barfly,full_trick,1,0,1,2019,2019,1,MedeJam de Footbag 2019,Smog (Pixie Doble Leg Over) / Smear / Pixie ss Barfly
cb047679-c1ef-5ab8-8944-999ca66d1ea3,CARLOS RAMIREZ,blur,full_trick,1,0,1,2019,2019,1,MedeJam de Footbag 2019,Blur /Legbeater / Ripwalk - Stepping ss mirage / Pixie ss Mirage / Ripwalk
cb047679-c1ef-5ab8-8944-999ca66d1ea3,CARLOS RAMIREZ,butterfly,full_trick,1,0,1,2019,2019,1,MedeJam de Footbag 2019,Clipper / ss Butterfly / Pdx Illusion
cb047679-c1ef-5ab8-8944-999ca66d1ea3,CARLOS RAMIREZ,clipper,full_trick,1,0,1,2019,2019,1,MedeJam de Footbag 2019,Clipper / ss Butterfly / Pdx Illusion
cb047679-c1ef-5ab8-8944-999ca66d1ea3,CARLOS RAMIREZ,eggbeater,full_trick,1,0,1,2019,2019,1,MedeJam de Footbag 2019,Smudge /Eggbeater/DOBLE LEG OVER
