event_id,year,Tournament Name,Date,Location,Event Type,Host Club,placements_count,results_lines
1077766197,2004,2004 New Paltz Footbag Jam,"April 24-25, 2004","State University New Paltz New Paltz, New York, USA",mixed,,3,10
1079024287,2004,Shercle Session #1,"April 24, 2004","RadissonSAS Hotel, 24th floor Conference Hall ""Tallinn"" Tallinn, Harjumaa, Estonia",freestyle,Tallinn Footbag Club,6,13
1079444598,2004,German Footbag Open 2004,"June 10-12, 2004","G?nthersburgpark Frankfurt, Germany",mixed,SG Frankfurt Footbag e.V.,28,53
1079605499,2004,6th Annual IFPA European Footbag Championships,"July 15-18, 2004","Copenhagen, Denmark",mixed,FootbagDenmark,71,94
1079664495,2004,May Day '04,"May 1-2, 2004","Camosun College - Lansdowne Campus - Young Building Victoria, BC, Canada",social,Victoria Footbag,0,0
1080138513,2004,RNH Contest 2004,"April 24-25, 2004","Gymnase, de la Glaci?re Paris, France",mixed,Rien N'est Hacky - RNH Footbag,48,65
1080247856,2004,1st Annual Montana Freestyle Jam,"April 24-25, 2004","University of MT: Oval Missoula, Montana, USA",freestyle,Missoula Footbag Alliance,0,0
1080757998,2004,Space City Freestyle Jam 2004,"May 1-2, 2004","Westheimer Street Festival Houston, Texas, USA",freestyle,Houston Skyliners Footbag Club,15,28
1080896073,2004,Turku Open 2004,"June 11-12, 2004","Kupittaa Park TURKU, Finland",net,Footcraft,11,14
1081766954,2004,Russian Open Footbag Series/ Stage 2,"May 8, 2004","Moscow, Russia",mixed,FOOTFORCE Moscow,11,18
1083699966,2004,JFK Net Battle,"May 16, 2004","Mattilanniemi Jyväskylä, Finland",net,"Jyväskylän Footbag-klubi, JFK",10,13
1089373321,2004,6e Open de France de Footbag,"November 11-14, 2004","Annexe Georges Carpentier, Mass?na, Paris Paris, France",mixed,Rien N'est Hacky - RNH Footbag,98,127
1090437706,2004,Zocha Jam 2004,"October 22-23, 2004","Wroclaw, Poland",mixed,PSF Polish Footbag Association,54,75
1090569022,2004,Montpellier Sunny Jam Open,"September 4-5, 2004","Montpellier, France",net,Icarus Footbag,24,29
1091802943,2004,2004 Texas State Footbag Championships,"November 13, 2004","Zilker Park Barton & Jaycee fields Austin, Texas, USA",freestyle,,0,0
1092044099,2004,Russian Open Footbag Series/ Stage 4,"August 27-29, 2004","Olympic Winter Stadium Moscow, Russia",mixed,FOOTFORCE Moscow,8,15
1092073845,2004,Czech Championships 2004,"September 4-5, 2004","Sokol Mala Strana Prague, Czech Republic",mixed,Czech Footbag Association,51,68
1093955766,2004,"Russian Open Footbag Series/ Stage 5, Brooks Cup","September 11, 2004","Moscow, Russia",mixed,FOOTFORCE Moscow,6,13
1094071528,2004,1. Footbag- Net- Jam Berlin 04,"October 30-31, 2004","TCW Tenniscenter Weissensee Berlin, Berlin, Germany",net,FC Footstar Berlin e.V.,10,13
1094123527,2004,8th Annual Footbag Finnish Open 2004,"September 24-25, 2004","Vanha YO-talo Helsinki, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),48,59
1094201584,2004,Frankfurt Footbag Open 2004,"October 2-3, 2004","Sporthall S?D Frankfurt, Germany",mixed,SG Frankfurt Footbag e.V.,13,22
1095965765,2004,2nd Annual Piliscsaba Footbag Open,"November 6, 2004","P?zm?ny P?ter Katolikus Egyetem Piliscsaba, Hungary",freestyle,Sunshred Footbag Crew,9,16
1096318324,2004,3rd Annual Seattle Juggling and Footbag Festival,"November 12-14, 2004","Ravenna Community Center Seattle, Washington, USA",freestyle,Rain City Shred,30,37
1096695238,2004,2nd Annual UMaine Hacky Sack Club Tournament,"October 16, 2004","Lengyel Gym, UMO Campus Orono, Maine, USA",freestyle,,33,40
1097785506,2004,Finnish Singles Net Footbag Championships 2004,"December 4-5, 2004","Karvetti School Naantali, Finland",net,Footcraft,14,17
1102447093,2004,Drunken Net Masters 2004,"December 25-26, 2004","FH-Sporthalle Frankfurt, Germany",net,SG Frankfurt Footbag e.V.,2,5
1097686137,2005,Swiss Championships 2005,"April 9-10, 2005","Fribourg, Switzerland, Switzerland",mixed,,23,36
1099545007,2005,Seapa NZ Footbag Nationals 2005,January 21 - 23,New Zealand,social,,0,0
1100728799,2005,FC Footstar's 7th Anniversary,"January 15-16, 2005","GYM at Palisadenstr. 76-77, YAAM@ostbahnof - Stralauer Pl. 35-37 Berlin, Germany",net,FC Footstar Berlin e.V.,4,7
1102227996,2005,The Green Cup Presented by Chaos,"May 28-30, 2005","Oakland, California, USA",net,Chaos Footbag Club,18,23
1102443443,2005,Footbag Fiesta,"January 28-29, 2005","Club Hypnoza Szczecin, Zachodnio-pomorskie, Poland",freestyle,ToMiStyKa Footbag Club,34,47
1102576153,2005,26th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 23-30, 2005","Helsinki Sports Hall and Brahe Sports Field, Helsinginkatu 23 & 25 Helsinki, Finland",worlds,Suomen Footbag Liitto ry. (Finnish Footbag Association),238,271
1102788509,2005,3rd Annual Sunshred Footbag Open (LIVE),"February 26, 2005","Under The Bridge (K?l?czy T?r 6.) Gy?r, Hungary",freestyle,Sunshred Footbag Crew,14,21
1103297805,2005,2e Championnat de France de Footbag,"March 26-28, 2005","Lyon, France",mixed,,55,78
1103724325,2005,RNH Contest 2005,"February 26-27, 2005","Annexe Georges Carpentier, Mass?na, Paris Paris, France",mixed,Rien N'est Hacky - RNH Footbag,54,71
1104851808,2005,7th Annual IFPA European Footbag Championships,"July 14-17, 2005","Hotel GEM street Baudouina de Courtenay 16 Wroclaw, Poland",freestyle,PSF Polish Footbag Association,30,41
1105087209,2005,IFPA Swiss Footbag Open 2005: FootJam05,"May 14-16, 2005","Rote Fabrik Zurich, Switzerland",mixed,Sole Rebels Zürich,70,79
1105353373,2005,5 years Frankfurt Footbag e.V.,"February 26, 2005","Fachhochschule - Sporthalle Frankfurt, Germany",mixed,SG Frankfurt Footbag e.V.,10,21
1106561176,2005,Aachen Indoor Open 05,"March 5-6, 2005","HSZ - K?nigsh?gel Aachen, Germany",freestyle,TSK Aachen e.V.,6,11
1107289556,2005,The Windchill Footbag net tournament,"March 5, 2005","Montréal, QC, Canada",net,Association Québécoise de Footbag,7,10
1107290435,2005,The 2005 Montreal International Footbag Championships,"July 8-10, 2005","Montréal, QC, Canada",net,Association Québécoise de Footbag,30,37
1109356644,2005,Funtastik Summer Classic,"September 3-5, 2005","Harrisburg, Pennsylvania, USA",mixed,,47,76
1109682847,2005,Shercle Session #2,"April 16, 2005","RadissonSAS - 24 floor Tallinn, Harjumaa, Estonia",freestyle,Tallinn Footbag Club,5,10
1109802420,2005,6th Annual IFPA Turku Open,"June 18, 2005","TBA TURKU, Finland",net,Footcraft,8,11
1110562712,2005,2005 Austrian Footbag & Disc Open,"April 29-May 1, 2005","Podersdorf, Austria",mixed,Footbag-Vienna,7,26
1111735438,2005,Greater Rochester Area Shred Symposium and RIT Juggle-IN,"May 6-8, 2005","Clark Gymnasium at RIT Rochester, New York, USA",freestyle,The Rochester Footbag Association,13,20
1113344236,2005,2005 IFPA U.S. OPEN FOOTBAG NET CHAMPIONSHIPS,"June 18-19, 2005","Willamette Park in West Linn Portland, Oregon, USA",net,NPR,6,11
1113922209,2005,Commalamaison Contest,"April 23-24, 2005","see Information below Paris, France",social,Rien N'est Hacky - RNH Footbag,0,0
1114277529,2005,Czech Footbag Championships,"August 26-28, 2005","Sokol Mala Strana, Ujezd Praha-vychod, Czech Republic",freestyle,Czech Footbag Association,33,44
1117746703,2005,6th Frankfurt Footbag Open,"August 13-14, 2005","Tanzhaus West/ Gr?neburgpark Frankfurt, Frankfurt, Germany",mixed,SG Frankfurt Footbag e.V.,23,38
1124035486,2005,IFPA Sun City Spike,"September 10-11, 2005","Turku, Finland",net,Footcraft,15,20
1124840254,2005,The Hackrifice Open 2005,"September 3-4, 2005","River Osbourn Comunity Center Winnipeg, Manitoba, Canada",freestyle,Hackrifice,21,38
1125004188,2005,Tennessee Net Championships,"September 3-4, 2005","Middle Tennessee State University (MTSU) Intermural Fields Murfreesboro, Tennessee, USA",net,Nashville Kicks,14,23
1125936037,2005,7e Open de France de Footbag,"November 11-13, 2005","Stade Pierre de Coubertin - 82, Avenue Georges Lafont -, Paris, France",mixed,Rien N'est Hacky - RNH Footbag,115,146
1126086921,2005,Polish Footbag Championships 2005,"October 14-15, 2005","Sport hall sp 35 ul. Swiebo?yc?w 40 Szczecin, Zachodnio-pomorskie, Poland",mixed,ToMiStyKa Footbag Club,40,63
1127155729,2005,Zocha Jam 2005,"November 26-27, 2005","Kozanowska 69 Wroclaw, Poland",mixed,PSF Polish Footbag Association,56,73
1132511088,2005,Finnish Footbag Championships 2005,"December 2-4, 2005","Kuopio, Finland",mixed,Jyväskylän Footbag-klubi,42,57
1121753561,2006,2006 Australian Footbag Championships,"January 13-15, 2006","Melbourne Sports & Aquatic Centre - Show Court Melbourne, Victoria, Australia",freestyle,,9,16
1131659634,2006,2006 Green Cup Presented by Chaos,"May 27-29, 2006","Bushrod Recreation Center/ Golden Gate Park Oakland/San Francisco, California, USA",net,Chaos Footbag Club,25,34
1133888413,2006,Valentines Day Massacre,"February 18, 2006","MTSU Recreation Center Murfreesboro, Tennessee, USA",mixed,Nashville Kicks,12,19
1134914723,2006,RNH Contest 2006,"February 4-5, 2006","Coll?ge Thomas Mann Paris 13 arr., France",mixed,Rien N'est Hacky - RNH Footbag,53,72
1135116604,2006,27th IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 16-22, 2006","Sport-Club Frankfurt, e.V., Frankfurt Frankfurt, Germany",worlds,SG Frankfurt Footbag e.V.,269,310
1137347261,2006,7th Annual Colorado Shred Symposium,"February 24-26, 2006","St. Cajetan's Church -- Auraria Campus Denver, Colorado, USA",freestyle,,26,39
1137937282,2006,Czech Footbag Championships,"August 26-27, 2006","ZS Masarykova Litomerice, Czech Republic",mixed,Footbag Litomerice,32,49
1137942486,2006,8th Annual IFPA European Footbag Championships,"June 2-4, 2006","Lausanne, Switzerland",mixed,Les Pieds à Gilles,96,127
1138601883,2006,Santa Cruz Invitational,"June 10-11, 2006","Aptos Academy Santa Cruz, California, USA",freestyle,Santa Cruz Footbag Club,27,34
1139778550,2006,Swedish Open Footbag Net,"June 17-18, 2006","Ralambshov Park Stockholm, Sweden",net,Mañana Footbag Club,26,35
1141576257,2006,7th Annual Turku Open,"July 1-2, 2006","Turun linnan puisto TURKU, Finland",net,Footcraft,17,22
1142360459,2006,3rd Annual JFK Net Battle,"May 19-20, 2006","Mattilanniemi Jyväskylä, Finland",net,"Jyväskylän Footbag-klubi, JFK",26,31
1143027870,2006,Commalamaison Contest 2,"March 25, 2006","Gym 88 Glaci?re, Paris M?6 Glaci?re Paris, France",net,Rien N'est Hacky - RNH Footbag,16,19
1143155263,2006,U. S. Open Footbag Championships,"August 11-13, 2006","Colonel Summers Park Portland, Oregon, USA",mixed,Sole Purpose,74,111
1143172220,2006,2006 Jersey Spike & Shred,"May 27-29, 2006","Somerville, New Jersey, USA",mixed,Ministry of Silly Walks,44,73
1143195910,2006,Hack Ski Sack,"April 1-8, 2006","Place de l'Ambiance Les Carroz d'Araches, Haute Savoie, France",net,Rien N'est Hacky - RNH Footbag,7,10
1146356760,2006,1st Annual North Alabama Footbag Competition,"July 22, 2006","Athens, Alabama, USA",mixed,,5,18
1146789209,2006,East Coast Footbag Championships 2006,"June 10-11, 2006","University of Maryland Campus College Park, Maryland, USA",mixed,D.C. All-Stars,11,20
1146843672,2006,Montreal Spring Jam,"June 3-4, 2006","NDA centre and Place des arts Montreal, Quebec, Canada",freestyle,,10,13
1148241486,2006,2006 Steel City Shred Off,"June 24-25, 2006","Univ. of Pittsburgh William Pitt Union (Forbes Ave. and Bigelow Blvd.) Pittsburgh, Pennsylvania, USA",freestyle,Steel City Freestyle,21,34
1148374547,2006,Championnats de France 2006,"July 1-2, 2006","Carnon, France",mixed,Icarus Footbag,45,58
1149763452,2006,8e OPEN de France de Footbag,"November 10-12, 2006","Centre Sportif Carpentier Paris, France",mixed,Rien N'est Hacky - RNH Footbag,144,181
1149881200,2006,Funtastik Summer Classic Tournament and Festival,"September 2-4, 2006","Harrisburg, Pennsylvania, USA",mixed,,41,68
1151949245,2006,ShrEdmonton 2006,July 21 - 23,"Edmonton, Alberta, Canada",freestyle,,0,0
1153345992,2006,"""KC"" Memorial Footbag Tournament","September 9, 2006","Mud Island River Park Memphis, Tennessee, USA",net,Memphis Footworks,9,12
1155788760,2006,2006 Southeast Regionals,"October 14-15, 2006","Barfield Crescent Park - Shelter #7 Murfreesboro, Tennessee, USA",mixed,Nashville Kicks,15,24
1156283186,2006,The Hackrifice Open 2006,"September 30-October 1, 2006","River Osborne Community Center Winnipeg, Manitoba, Canada",mixed,Hackrifice,17,32
1157398732,2006,Danish Footbag Championships 2006,"September 30-October 1, 2006","Copenhagen, Denmark",freestyle,FootbagDenmark,27,38
1157942368,2006,New Year's Jam 2006,"December 28-30, 2006","McCormick Place Chicago, Illinois, USA",freestyle,MIDWEST FOOTBAG ASSOCIATION,18,33
1158263300,2006,Zocha Jam 2006,"December 2-3, 2006","Wroclaw, Poland",mixed,PSF Polish Footbag Association,53,74
1160579826,2006,CommALaMaison Contest 3,"October 21-22, 2006","Gymnase Thomas Mann Paris, France",net,Rien N'est Hacky - RNH Footbag,28,31
1161167528,2006,German Footbag Championships 2006,"December 16-17, 2006","TCW -, Berlin, Germany",mixed,FC Footstar Berlin e.V.,34,49
1161871029,2006,Finnish Footbag Championships 2006,"December 8-10, 2006","Karvetin koulu (Karvetti School) Naantali, Finland",freestyle,Footcraft,62,77
1161888703,2006,Cornell Footbag Jam,"November 10-12, 2006","Cornell University Ithaca, NY, US",freestyle,,12,17
1163624128,2006,Moonin' & Noonin' Beaver Open Post Turkey Day Blues Footbag Golf!,"November 25, 2006","Willamette Park West Linn, Oregon, USA",golf,NPR,1,4
1164034575,2006,Southeastern 4-Square Championship,"December 2, 2006","UTC Racquet Center Chattanooga, Tennessee, USA",social,River City Footbag,4,7
1154685554,2007,9th Annual IFPA European Footbag Championships,"July 19-22, 2007","Vienna, Austria",freestyle,Footbag-Vienna,43,56
1163784775,2007,2007 IFPA WORLD FOOTBAG CHAMPIONSHIPS,"August 11-18, 2007","Disney Wide World of Sports Complex Lake Buena Vista, Florida, USA",worlds,,269,310
1164845982,2007,The Green Cup 2007 - Presented By Chaos,"May 26-28, 2007","Bushrod Recreation Cntr & Peacock Meadow, Golden Gate Park Oakland & San Francisco, California, USA",net,Chaos Footbag Club,36,47
1166622628,2007,RNH Contest 2007,"January 20-21, 2007","Gymnase Ch?teau des Rentiers Paris, France",freestyle,Rien N'est Hacky - RNH Footbag,18,25
1167422711,2007,'07 Southeastern Net Championships,"April 14-15, 2007","Mud Island River Park Memphis, Tennessee, USA",net,Memphis Footworks,7,10
1168634226,2007,Todexon 8,"April 5-8, 2007","TBA Prague, Czech Republic",freestyle,Czech Footbag Association,19,28
1170456736,2007,"L'Hivernal 2007, The 2007 Windchill","March 31-April 1, 2007","College of Old Montreal Montréal, QC, Canada",net,Association Québécoise de Footbag,30,41
1172562114,2007,Santa Cruz Soul Jam,"May 5-6, 2007","Monterey Avenue Park Capitola/ Santa Cruz, California, USA",net,Santa Cruz Footbag Club,11,14
1172931308,2007,Montreal Spring Jam 2,"June 1-3, 2007","Montreal, Quebec, Canada",freestyle,,16,27
1173467292,2007,4th annual Montana Freestyle Jam,"April 28-29, 2007","Caras Park Missoula, Montana, USA",freestyle,Missoula Footbag Alliance,38,43
1173606489,2007,4th Annual JFK Net Battle,"May 26-27, 2007","Mattilanniemi Park Jyväskylä, Finland",net,"Jyväskylän Footbag-klubi, JFK",30,35
1176318174,2007,2007 U.S. Open Footbag Championships,"July 6-8, 2007","Pioneer Courthouse Square, Willamette Park Portland, Oregon, USA",mixed,Sole Purpose,81,118
1176650845,2007,3rd New Jersey Spike and Shred,"May 12-13, 2007","Turkey Brook Park Budd Lake, New Jersey, USA",mixed,,27,38
1176844933,2007,Texas Statewide Footbag Tournament 2007,"October 13-14, 2007","Bailey Park - off Lamar Austin, Texas, USA",net,Austin Style Footbag Club - Texas Footbag League,10,17
1177512537,2007,Championnats de France de Footbag,"June 9-10, 2007","Carnon, France",mixed,Icarus Footbag,44,59
1177615498,2007,8th Annual Turku Open,"July 7-8, 2007","TBA Turku, Finland",net,Footcraft,31,38
1179679872,2007,German Footbag Championships 2007,"June 29-30, 2007","Jakobshof Aachen, Germany",mixed,TSK Aachen e.V.,41,52
1179874637,2007,2007 Montreal Footbag Championships,"July 21-22, 2007","TBA Montréal, QC, Canada",net,Association Québécoise de Footbag,16,25
1180373807,2007,Finnish Footbag Championships 2007,"September 7-9, 2007","Kuokkala Graniitti Jyväskylä, Finland",mixed,"Jyväskylän Footbag-klubi, JFK",60,77
1180496320,2007,20th Annual Vancouver Open Net Footbag Tournament,"July 28-29, 2007","New Jericho Beach Location Vancouver, BC, Canada",net,Kitsilano Footbag Association,14,25
1181021804,2007,ShrEdmonton Freestyle Assembly 2007,"June 22-24, 2007","Jamie Platz YMCA Edmonton, Alberta, Canada",freestyle,Edmonton Footbag Club,19,26
1182542776,2007,Funtastik Summer Classic,"September 1-3, 2007","Morrison Park (alias Sunshine) & Forrester & Front Sts, Harrisburg, Pennsylvania, USA",freestyle,,66,95
1183654670,2007,1st South American IFPA Footbag Championships,"October 12-15, 2007","Antioquia University Soccer fields, Teather & Campus Medellín, Antioquia, Colombia",freestyle,Footbag Medellin,24,33
1183729267,2007,9e Open de France de Footbag,"November 1-4, 2007","Centre Sportif Carpentier Paris, France",mixed,Rien N'est Hacky - RNH Footbag,154,185
1185458086,2007,Footbagmania 3007 - Polish Footbag Championships,"August 24-26, 2007","Wadowice, near Cracow, Malopolska, Poland",mixed,Maniac Footbag Team,49,74
1185556078,2007,Austrian Footbag Championships 2007,"September 7-9, 2007","Linz, Austria",mixed,gravityfighters Linz,41,60
1188233129,2007,The 9th Hackrifice Open 2007,"September 29-30, 2007","River Osborne Community Center Winnipeg, Manitoba, Canada",mixed,Hackrifice,22,37
1189345008,2007,5th Annual Wilanow Footbag Open 2007,"September 29-30, 2007","Warszawa, Poland",freestyle,,48,59
1189535136,2007,3rd Annual Shred Idaho Jam,"September 14-16, 2007","Camel's Back Park Boise, Idaho, USA",freestyle,Northwest Footbag Alliance,11,18
1190256479,2007,1st Annual NYFA Freestyle Symposium,"November 10-11, 2007","Washington Square New York, USA",freestyle,New York Footbag Association,13,22
1191627566,2007,Cornell Footbag Jam 2,"October 27-28, 2007","Cornell University (Ramin Room) Ithaca, New York, USA",freestyle,,7,12
1192722292,2007,Russian Footbag Freestyle Jam,"October 27-28, 2007","""knaf"" skatepark Saint-Petersburg, Russia",freestyle,RFA (Russian Footbag Association),6,9
1195773772,2007,Zocha Jam 2007,"December 8-9, 2007","Inwest Sport Complex Wroclaw, Poland",mixed,PSF Polish Footbag Association,31,54
1189467124,2008,Phoenix Open,"January 19-21, 2008","Snedigar Park Phoenix, Arizona, USA",net,AIR-A-ZONA FOOTBAG NET CLUB,24,31
1189977929,2008,2008 Southern Regional Footbag Championships,"May 17, 2008","Memorial Park Houston, Texas, USA",net,Houston Skyliners Footbag Club,18,27
1193783964,2008,U.S. Open Footbag Championships,"July 12-13, 2008","Willamette Park and Pioneer Courthouse Square, Portland Portland, Oregon, USA",mixed,Sole Purpose,101,138
1194517448,2008,2008 IFPA WORLD FOOTBAG CHAMPIONSHIPS,"August 10-17, 2008","Slavia Athletic Stadium Prague, Czech Republic",worlds,Czech Footbag Association,204,225
1195585401,2008,The 2008 Green Cup Presented by Chaos,"May 24-26, 2008","Golden Gate Park - Peacock Meadow San Francisco, California, USA",net,Chaos Footbag Club,66,75
1195677906,2008,FC Footstar's 10th anniversary,"January 12-13, 2008","Hausburgstr. 20, Friedrichshain Berlin, Germany",mixed,FC Footstar Berlin e.V.,6,13
1196344513,2008,Todexon 9,"March 15, 2008","Club Bordo Prague, Czech Republic",freestyle,Czech Footbag Association,23,30
1199106237,2008,10th Annual IFPA European Footbag Championships,"July 3-6, 2008","Montpellier, France",mixed,Icarus Footbag,172,203
1200725314,2008,SoCali Jam 08,"February 15-18, 2008","San Diego, California, USA",social,,9,12
1201396433,2008,Second Annual NYFA Freestyle Symposium,"July 25-27, 2008","Central Park New York, USA",freestyle,New York Footbag Association,11,20
1201811757,2008,Southeastern Net Championships,"April 5-6, 2008","Mud Island Memphis, Tennessee, USA",net,Memphis Footworks,18,23
1202118857,2008,JFK March Mayhem,"March 1-2, 2008","Kilpinen school Jyväskylä, Finland",net,"Jyväskylän Footbag-klubi, JFK",14,17
1203102773,2008,The 2008 Windy City Cup,"June 13-15, 2008","Navy Pier Chicago, Illinois, USA",net,Chicago Lake Coast Kickers,26,37
1203604560,2008,CommALaMaison Contest 2008,"March 1, 2008","Complexe Sportif Carpentier Paris, France",net,Rien N'est Hacky - RNH Footbag,18,21
1204006435,2008,The 2008 Pro Kicker Windchill,"April 12-13, 2008","College of Old Montreal Montréal, QC, Canada",net,Association Québécoise de Footbag,28,35
1204009603,2008,The 2008 Pro Kicker Montreal Footbag Championships,"July 18-20, 2008","Montréal, QC, Canada",net,Association Québécoise de Footbag,38,47
1204904987,2008,RNH Contest 2008,"April 26-27, 2008","Gym 4bis Choisy Paris, France",mixed,Rien N'est Hacky - RNH Footbag,40,51
1205552627,2008,5th Annual JFK Net Battle,"May 17-18, 2008","Mattilanniemi Park Jyvaskyla, Finland",net,"Jyväskylän Footbag-klubi, JFK",33,40
1206161350,2008,Montreal Spring Jam 3,"June 13-15, 2008","Place-des-Arts, NDA center, Tamtam Montréal, Qc, Canada",freestyle,,17,24
1208064566,2008,The 10th Annual Hackrifice Open Footbag Championship,"September 19-21, 2008","TBA Winnipeg, Manitoba, Canada",freestyle,Hackrifice,9,14
1208345952,2008,9th Annual Turku Open,"July 26-27, 2008","TURKU, Finland",net,Footcraft,41,48
1208408135,2008,ShrEdmonton Freestyle Assembly 2008,"June 27-29, 2008","Jamie Platz YMCA Edmonton, Alberta, Canada",freestyle,Edmonton Footbag Club,19,26
1209416688,2008,Andrew Coleman's Foot-tastic Extravaganza,"June 28, 2008","Bicentennial Mall Nashville, Tennessee, USA",social,Nashville Kicks,0,0
1212406878,2008,French Footbag Championships 2008,"June 13-14, 2008","Marseille, France",mixed,Icarus Footbag,26,35
1212769063,2008,24th Annual Midwest Regional Footbag Championships,"July 5-6, 2008","Taste of Chicago - TasteSports Pavillion Chicago, Illinois, USA",freestyle,MIDWEST FOOTBAG ASSOCIATION,7,14
1216058526,2008,Funtastik Summer Classic Footbag Tournament,"August 30-September 1, 2008","Morrison Park (alias Sunshine) & Forrester & Front Sts, Harrisburg, Pennsylvania, USA",mixed,,56,81
1216742033,2008,The 2008 Second City Cup presented by CLCK,"September 20-21, 2008","Union Park Chicago, Illinois, USA",net,Chicago Lake Coast Kickers,11,16
1216849705,2008,Texas Statewide Tournament 2008,"October 18-19, 2008","Palm Park Austin, Texas, USA",mixed,Austin Style Footbag Club - Texas Footbag League,27,46
1218721346,2008,Memphicago Kick Volley Challenge 1,"August 17, 2008","Bryan Memorial Park Salem, Illinois, USA",net,Memphis Footworks,8,11
1219405634,2008,8th Annual Polish Footbag Championships 2008,"September 20-21, 2008","Muzeum Sportu i Turystyki Warszawa, Poland",mixed,PSF Polish Footbag Association,98,121
1220466807,2008,East Coast Footbag Championships,"September 27-28, 2008","Eastern Middle School Silver Spring, Maryland, USA",mixed,D.C. All-Stars,39,54
1220519679,2008,Finnish Footbag Singles Net Championships,"December 5-6, 2008","Karvetti School Naantali, Finland",net,Footcraft,21,26
1220533446,2008,Memphicago Kick Volley Challenge 2,"September 7, 2008","Bryan Memorial Park Salem, Illinois, USA",net,Memphis Footworks,0,0
1221506867,2008,JFK Fall Fury,"October 18, 2008","Jyv?skyl? University Gym, Jyväskylä, Finland",net,"Jyväskylän Footbag-klubi, JFK",10,13
1222687523,2008,10e Open de France de Footbag,"October 31-November 2, 2008","La Halle Carpentier -, Paris Paris, France",mixed,Rien N'est Hacky - RNH Footbag,124,149
1224962900,2008,Zocha Jam 2008,"December 6-7, 2008","""Sportwerk"" Center, Wroclaw, Poland",mixed,PSF Polish Footbag Association,47,74
1226205667,2008,2nd IFPA South American Footbag Championships,"December 18-21, 2008","Gimnasio ""Campeones del 97"" San Cristóbal, Táchira, Venezuela",freestyle,Footbag Táchira Venezuela,26,35
1226938152,2008,Finnish Footbag Championships,"December 20, 2008","T??l?n Kisahalli Helsinki, Finland",mixed,Suomen Footbag Liitto ry. (Finnish Footbag Association),29,38
1228946926,2008,Czech Footbag Championships,"December 20, 2008","Praha-vychod, Czech Republic",freestyle,Czech Footbag Association,35,42
1225370942,2009,Frankfurt Footbag Open - *Bembel Cup 2009*,"July 11-12, 2009","Frankfurt, Germany",net,SG Frankfurt Footbag e.V.,25,32
1226378339,2009,Phoenix Open 2009,"January 17-19, 2009","Snedigar Park Chandler, Arizona, USA",net,AIR-A-ZONA FOOTBAG NET CLUB,16,21
1226549669,2009,"""The Mud Island Belt"" 2009 presented by Memphis Footworks","April 18-19, 2009","Mud Island Memphis, Tennessee, USA",net,Memphis Footworks,25,30
1226679678,2009,30th Annual IFPA WORLD FOOTBAG CHAMPIONSHIPS,"July 19-26, 2009","Berlin, Germany",worlds,FC Footstar Berlin e.V.,227,272
1229435305,2009,2009 Windy City Cup presented by CLCK,"June 12-14, 2009","Union Park and Navy Pier Chicago, Illinois, USA",freestyle,Chicago Lake Coast Kickers,18,23
1230850031,2009,"Montreal's 2009 First Single Net Footbag Championships, presented by AKIQ","January 17, 2009","C?gep du Vieux Montr?al, Ontario Est Montréal, Québec, Canada",net,Aki Québec,18,23
1231286017,2009,2009 U.S. Open Footbag Net Championships,"June 20-21, 2009","Willamette Park Portland, Oregon, USA",net,NPR,37,50
1231432184,2009,Todexon 10,"March 27-29, 2009","Klub L?vka Praha, Czech Republic",freestyle,Czech Footbag Association,34,43
1232474501,2009,2009 Green Cup Presented by Chaos,"May 23-25, 2009","Golden Gate Park San Francisco, California, USA",net,Chaos Footbag Club,54,61
1233299407,2009,2009 U.S. Open Freestyle Footbag Championships,"July 11-12, 2009","Nautilus Worlds Headquarters Sports Facility Vancouver, Washington, USA",freestyle,Sole Purpose,32,53
1233718528,2009,The 7th Australian National Footbag Championships,"April 17-19, 2009","Sydney Olympic Park, Homebush Sydney, NSW, Australia",freestyle,Sydney Freestyle,17,26
1234761224,2009,Kick Volley 01,"March 21-22, 2009","C?gep du Vieux-Montr?al Montréal, QC, Canada",net,Association Québécoise de Footbag,11,16
1235149093,2009,RNH Contest 2009,"April 18-19, 2009","Annexe Carpentier Paris, France",mixed,Rien N'est Hacky - RNH Footbag,98,115
1235253768,2009,2009 Southern Regional Footbag Championships,"May 16-17, 2009","Memorial Park Houston, Texas, USA",mixed,Houston Skyliners Footbag Club,30,53
1235504528,2009,JFK March Mayhem,"March 21-22, 2009","Keljonkankaan koulu Jyväskylä, Finland",net,"Jyväskylän Footbag-klubi, JFK",10,13
1235653935,2009,11th Annual IFPA European Footbag Championships - Strzelin,"June 26-28, 2009","Strzelin, Poland",mixed,DST Footbag Club Strzelin,138,181
1237771561,2009,IFPA's Montreal Open 09 : Footbag Freestyle,"June 12-14, 2009","Place-des-Arts, NDA center, Jeanne-Mance park (TAMTAM) Montréal, Quebec, Canada",freestyle,,14,19
1238728089,2009,2009 Winter Buce League,"May 3, 2009","Customs House Newcastle, NSW, Australia",social,,0,0
1239056543,2009,"The AkiSphere 2009, presented by AKIQ (Montreal Net)","July 3-5, 2009","Lafontaine Park Montréal, Québec, Canada",net,Aki Québec,36,41
